name,uniscoreavg
Novosibirsk State University,29.925
Nueva Granada Military University,14.350000000000001
Oakland University,18.73125
Obafemi Awolowo University,18.483333333333334
Ocean University of China,17.585714285714285
Ochanomizu University,15.84
Ogarev Mordovia State University,14.350000000000001
Ohio State University (Main campus),63.58461538461539
Ohio University (Main campus),25.808333333333334
Oita University,14.992857142857144
Okayama University,22.01875
Oklahoma State University,32.04375
Old Dominion University,29.50714285714286
Oles Honchar Dnipro National University,18.9
Omsk State Technical University,16.150000000000002
Ondokuz Mayis University,15.258333333333333
Ontario Tech University,35.775000000000006
Open University of Catalonia,35.11
Opole University of Technology,21.35
Oran 1 University,27.96666666666667
Oregon Health and Science University,42.04375
Oregon State University,35.99166666666667
Osaka City University,18.692857142857143
Osaka Institute of Technology,16.150000000000002
Osaka Medical College,16.833333333333332
Osaka Medical and Pharmaceutical University,14.350000000000001
Osaka Metropolitan University,21.35
Osaka Prefecture University,13.821428571428571
Osaka University,44.95769230769231
Osmania University,21.892857142857142
Otto von Guericke University of Magdeburg,21.45
Ovidius University of Constanța,14.350000000000001
Oxford Brookes University,30.5375
Ozyegin University,29.95
PMAS Arid Agriculture University Rawalpindi,17.375
PSG College of Technology,15.258333333333333
Pablo de Olavide University,26.775
Paderborn University,30.05
Palacký University Olomouc,25.049999999999997
Panjab University,26.325
Panthéon-Sorbonne University – Paris 1,29.3625
Paris Dauphine University,0.0
Paris Descartes University,24.174999999999997
Paris Diderot University – Paris 7,48.5625
Paris Lodron Universität Salzburg,36.6
Paris Nanterre University,18.8
Paris Sciences et Lettres – PSL Research University Paris,72.23333333333333
Paris-Saclay University,55.7
Paris-Sorbonne University – Paris 4,30.366666666666664
Paris-Sud University,52.73125
Parthenope University of Naples,33.35
Pavlov First Saint Petersburg State Medical University,15.4
Pavol Jozef Šafárik University in Košice,23.149999999999995
Payame Noor University,14.350000000000001
Pedagogical and Technological University of Colombia,14.350000000000001
Peking University,75.9
Penn State (Main campus),62.49230769230769
Penza State University,14.350000000000001
Perm National Research Polytechnic University,15.84
Perm State University,15.258333333333333
Persian Gulf University,18.9
Peter the Great St Petersburg Polytechnic University,32.18125
Pierre and Marie Curie University,56.1875
Pirogov Russian National Research Medical University,17.240000000000002
Platov South-Russian State Polytechnic University (NPI),14.350000000000001
Plekhanov Russian University of Economics,38.025000000000006
Pohang University of Science and Technology (POSTECH),60.76923076923077
Politecnico di Milano,40.043749999999996
Polytechnic Institute of Porto,24.869999999999997
Polytechnic University of Bari,39.519999999999996
Polytechnic University of Bucharest,16.2125
Polytechnic University of Timişoara,16.2125
Polytechnic University of Turin,32.8125
Polytechnic University of Valencia,25.84375
Pompeu Fabra University,52.98333333333333
Pondicherry University,22.599999999999998
Pontifical Catholic University of Minas Gerais,16.2125
Pontifical Catholic University of Peru,22.90833333333333
Pontifical Catholic University of Rio Grande do Sul (PUCRS),22.275
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),25.65
Pontifical Catholic University of Valparaíso,15.8
Pontifical Javeriana University,35.94285714285714
Pontificia Universidad Católica de Chile,32.31875
Pontificia Universidad Católica del Ecuador,14.350000000000001
Pontifícia Universidade Católica do Paraná,15.8
Port Said University,20.38333333333333
Portland State University,24.52857142857143
Poznan University of Medical Sciences,21.35
Poznan University of Technology,18.9
Prague University of Economics and Business,15.84
Prince Sattam Bin Abdulaziz University,35.775000000000006
Prince of Songkla University,14.7625
Princess Nourah bint Abdulrahman University,31.85
Princeton University,92.13846153846154
Privolzhsky Research Medical University,15.4
Public University of Navarre,23.149999999999995
Purdue University Northwest,16.45
Purdue University West Lafayette,61.0
Pusan National University,25.21875
Qassim University,18.483333333333334
Qatar University,36.74375
Qazvin University of Medical Sciences,43.5
Qingdao University,33.075
Qom University of Medical Sciences,43.5
Quaid-i-Azam University,31.72142857142857
Queen Mary University of London,56.9076923076923
Queensland University of Technology,45.8625
Queen’s University,42.71666666666667
Queen’s University Belfast,51.3875
R V College of Engineering,14.350000000000001
RCSI University of Medicine and Health Sciences,44.84375
RMIT University,37.1125
RUDN University,25.685714285714287
RWTH Aachen University,56.84615384615385
Radboud University Nijmegen,55.541666666666664
Razi University,17.049999999999997
Recep Tayyip Erdoğan University,16.150000000000002
Reichman University,30.4
Renmin University of China,30.442857142857143
Rensselaer Polytechnic Institute,40.362500000000004
Reykjavík University,44.98333333333333
Rhodes University,31.85
Rice University,60.815384615384616
Riga Stradiņš University,38.025000000000006
Riga Technical University,19.214285714285715
Rikkyo University,26.860000000000003
Riphah International University,36.6
Ritsumeikan University,16.87142857142857
Robert Gordon University,20.02857142857143
Rochester Institute of Technology,23.525
Roskilde University,32.714285714285715
Rovira i Virgili University,31.70625
Rowan University,25.9
"Royal Holloway, University of London",51.215384615384615
Royal Veterinary College,36.6375
Ruhr University Bochum,42.45
Rush University,39.6
Russian Presidential Academy of National Economy and Public Administration,16.150000000000002
Rutgers University – New Brunswick,54.965384615384615
Ryukoku University,16.150000000000002
Rzeszów University of Technology,15.4
SASTRA University,17.178571428571427
SGH Warsaw School of Economics,14.350000000000001
SOAS University of London,39.07857142857143
SRM Institute of Science and Technology,15.992857142857144
SRUC (Scotland’s Rural College),42.53333333333333
SUNY Binghamton University,32.3
SUNY University at Albany,35.392857142857146
SWPS University of Social Sciences and Humanities,21.4625
Sabancı University,37.15555555555555
Saga University,17.45
Sahand University of Technology,31.0
Saint Louis University,33.666666666666664
Saint Petersburg State University,29.94375
Saint-Petersburg Mining University,37.4875
Saitama Medical University,18.057142857142857
Saitama University,14.899999999999999
Sakarya University,20.38333333333333
Samara National Research University (Samara University),18.86
Samara State Aerospace University,19.725
Samara State Technical University,16.150000000000002
San Diego State University,31.19375
San Jose State University,24.75
San Sebastián University,16.150000000000002
Sant’Anna School of Advanced Studies – Pisa,53.975
Sapienza University of Rome,43.0125
Sapporo Medical University,20.619999999999997
Satbayev University,16.150000000000002
Sathyabama Institute of Science and Technology,15.992857142857144
Saveetha Institute of Medical and Technical Sciences,31.083333333333332
Savitribai Phule Pune University,26.9375
Sciences Po,39.75
Scuola Normale Superiore di Pisa,56.355555555555554
Sechenov University,18.678571428571427
Sejong University,35.575
Selçuk University,17.9625
Semmelweis University,36.375
Semnan University,20.0375
Semnan University of Medical Sciences and Health Services,21.75
Seoul National University,64.43076923076923
Seoul National University of Science and Technology (SeoulTech),17.45
Shaanxi Normal University,15.95
Shahed University,17.9625
Shahid Bahonar University of Kerman,17.240000000000002
Shahid Beheshti University,21.775
Shahid Beheshti University of Medical Sciences,29.889999999999997
Shahid Rajaee Teacher Training University,18.483333333333334
Shahrekord University,21.4625
Shahrood University of Technology,20.04
Shandong University,33.2625
Shanghai Jiao Tong University,51.23125
Shanghai Maritime University,21.883333333333336
Shanghai University,23.28125
Shanghai University of Finance and Economics (SUFE),27.45
Shantou University,23.21875
Sharif University of Technology,31.3
Sheffield Hallam University,21.06875
Shenzhen University,39.38
Shibaura Institute of Technology,15.992857142857144
Shiga University of Medical Science,19.73
Shimane University,15.87142857142857
Shinshu University,16.98125
Shiraz University,25.457142857142856
Shiraz University of Medical Sciences,23.862499999999997
Shiraz University of Technology,34.06
Shizuoka University,15.87142857142857
Shoolini University of Biotechnology and Management Sciences,45.95
Showa University,14.7625
Siberian Federal University,17.178571428571427
Siberian State Medical University,14.350000000000001
Sichuan University,30.09375
Sichuan University of Science and Engineering,14.350000000000001
Sidi Mohamed Ben Abdellah University,23.45
Siksha ‘O’ Anusandhan,19.3875
Silesian University of Technology,17.9625
Silpakorn University,16.2125
Simon Fraser University,43.22222222222222
Simón Bolívar University,16.06
Sivas Cumhuriyet University,15.4
Slovak University of Agriculture in Nitra,17.9625
Slovak University of Technology in Bratislava,13.8875
Sofia University,15.992857142857144
Sogang University,23.8
Sohag University,23.31
"Soochow University, China",30.5875
Soonchunhyang University,18.9
Soongsil University,17.9625
Sophia University,13.8875
Sorbonne University,64.12
South China Normal University,29.666666666666668
South China University of Technology,31.9625
South Ural State University,22.6625
South Valley University,19.557142857142853
Southeast University,36.58571428571429
Southern Cross University,29.9125
Southern Federal University,14.7625
Southern Illinois University Carbondale,29.725
Southern Medical University,31.610000000000003
Southern University of Science and Technology (SUSTech),50.71
Southwest Jiaotong University,17.178571428571427
Southwest Petroleum University,16.45
Southwest State University,15.4
Southwestern University of Finance and Economics,35.8375
Sri Venkateswara University,23.271428571428572
Srinakharinwirot University,15.84
St Francis Xavier University,29.549999999999997
"St George’s, University of London",50.06666666666667
St Marianna University School of Medicine,23.662499999999998
St Petersburg Electrotechnical University (LETI),17.240000000000002
Staffordshire University,22.28
Stanford University,94.06923076923077
State University of Malang,21.35
State University of Ponta Grossa,16.283333333333335
State University of Santa Cruz,16.2125
Stellenbosch University,39.78125
Stevens Institute of Technology,35.5
Stockholm University,54.83846153846154
Stony Brook University,44.91153846153846
Suez Canal University,27.2
Sultan Qaboos University,22.86875
Sumy State University,34.35
Sun Yat-sen University,40.87222222222223
Sungkyunkwan University (SKKU),58.17777777777778
Sunway University,31.85
Suranaree University of Technology,17.925
Swansea University,41.6875
Swedish University of Agricultural Sciences,40.983333333333334
Swinburne University of Technology,37.34375
Symbiosis International University,30.7
Syracuse University,41.166666666666664
Szent István University,17.025
Süleyman Demirel University,16.2125
TOBB University of Economics and Technology,18.25
TU Braunschweig,34.1375
TU Dortmund University,37.38125
TU Dresden,55.24444444444444
TU Wien,38.4375
Tabriz University of Medical Sciences,34.1375
Taibah University,31.85
Taif University,26.525
Taipei Medical University,34.3125
Tallinn University,26.15
Tallinn University of Technology,25.39375
Tamil Nadu Agricultural University,15.258333333333333
Tamkang University,15.992857142857144
Tampere University,48.0625
Tampere University of Technology,25.549999999999997
Tanta University,24.380000000000003
Taras Shevchenko National University of Kyiv,14.7625
Tata Institute of Fundamental Research,23.05
Technical University of Berlin,59.05714285714286
Technical University of Cartagena,21.4625
Technical University of Cluj-Napoca,16.2125
Technical University of Crete,28.299999999999997
Technical University of Darmstadt,42.0375
Technical University of Denmark,53.15384615384615
Technical University of Košice,17.45
Technical University of Liberec,14.992857142857144
Technical University of Loja,15.4
Technical University of Madrid,23.525
Technical University of Munich,66.96923076923078
Technical University of Sofia,15.4
Technion Israel Institute of Technology,38.12222222222223
Technological University Dublin,26.15
Technological University of Pereira,21.35
Teesside University,25.164285714285715
Tehran University of Medical Sciences,28.175
Teikyo University,33.769999999999996
Tel Aviv University,45.854166666666664
Telkom University,16.150000000000002
Temple University,39.15625
Temuco Catholic University,14.350000000000001
Texas A&M University,52.300000000000004
Texas State University,20.183333333333334
Texas Tech University,27.16875
Tezpur University,23.964285714285715
Thammasat University,17.240000000000002
Thapar Institute of Engineering and Technology,30.333333333333332
The British University in Egypt,21.35
The Catholic University of Korea,21.25
The Hashemite University,15.992857142857144
The Hong Kong University of Science and Technology,68.48461538461538
The Islamia University of Bahawalpur,24.75
The Jikei University School of Medicine,26.514285714285712
The John Paul II Catholic University of Lublin,21.35
The New School,28.55
The Open University,31.19375
The University of Aizu,31.258333333333336
The University of Alabama,36.85
The University of Chicago,89.01538461538462
The University of Electro-Communications,17.45
The University of Jordan,21.6625
The University of Queensland,65.25384615384615
The University of Sydney,66.4076923076923
The University of Tennessee-Knoxville,40.13125
The University of Texas at San Antonio,32.74375
The University of Tokyo,75.06153846153846
The University of Tulsa,33.221428571428575
The University of Western Australia,54.49166666666667
The University of the West Indies,38.68
Tianjin University,32.8375
Tilburg University,45.075
Toho University,18.86
Tohoku University,46.59615384615385
Tokai University,14.7625
Tokat Gaziosmanpaşa University,17.9625
Tokushima University,16.98125
Tokyo City University,14.992857142857144
Tokyo Denki University,14.992857142857144
Tokyo Institute of Technology,45.62692307692308
Tokyo Medical University,25.41
Tokyo Medical and Dental University (TMDU),34.26875
Tokyo Metropolitan University,28.56875
Tokyo University of Agriculture,15.84
Tokyo University of Agriculture and Technology,20.0625
Tokyo University of Marine Science and Technology,14.7625
Tokyo University of Pharmacy and Life Sciences,15.4
Tokyo University of Science,19.025
Tomas Bata University in Zlín,16.87142857142857
Tomsk Polytechnic University,28.125
Tomsk State University,30.5875
Tomsk State University of Control Systems and Radioelectronics,16.150000000000002
Ton Duc Thang University,42.975
Tongji University,35.7625
Toronto Metropolitan University,31.6
Tottori University,13.11875
Toulouse 1 Capitole University,0.0
Toyo University,15.258333333333333
Toyohashi University of Technology (TUT),16.98125
Toyota Technological Institute,33.075
Transilvania University of Brașov,18.483333333333334
Tribhuvan University,25.57
Trinity College Dublin,56.184615384615384
Tshwane University of Technology,22.28
Tsinghua University,74.66153846153847
Tufts University,57.42307692307692
Tulane University,38.275
Tunghai University,17.9625
Tzu Chi University,17.9625
Télécom Paris,53.5
Télécom SudParis,38.05
UCL,84.38461538461539
UNIR – International University of La Rioja,21.35
UNSW Sydney,59.92307692307692
USAMV Cluj-Napoca,21.35
Ufa State Aviation Technical University,16.2125
Ufa State Petroleum Technological University,27.049999999999997
UiT The Arctic University of Norway,35.33125
Ulm University,56.275
Ulsan National Institute of Science and Technology (UNIST),53.43333333333334
Ulster University,28.6375
Umeå University,39.43125
Umm Al-Qura University,29.733333333333334
Unisinos University,16.425
United Arab Emirates University,36.637499999999996
Universidad Andrés Bello (UNAB),17.45
Universidad Autónoma Chapingo,14.350000000000001
Universidad Autónoma de Chile,36.5875
Universidad Autónoma de Ciudad Juárez,14.350000000000001
Universidad Autónoma de Coahuila,14.350000000000001
Universidad Autónoma de Nuevo León (UANL),14.992857142857144
Universidad Autónoma de Querétaro,17.46
Universidad Autónoma de Yucatán,14.992857142857144
Universidad Autónoma del Estado de Hidalgo,15.258333333333333
Universidad Autónoma del Estado de Mexico (UAEMex),14.992857142857144
Universidad Autónoma del Estado de Morelos,15.4
Universidad Católica San Antonio de Murcia (UCAM),23.149999999999995
Universidad Industrial de Santander (UIS),17.46
Universidad Michoacana de San Nicolás de Hidalgo,15.84
Universidad Nacional Mayor de San Marcos,15.4
Universidad Nacional del Litoral,16.150000000000002
Universidad Panamericana (UP),14.350000000000001
Universidad Peruana Cayetano Heredia,36.37
Universidad Politécnica Salesiana,15.4
Universidad Pontificia Bolivariana (UPB),15.84
Universidad San Francisco de Quito,28.299999999999997
Universidad de las Fuerzas Armadas – ESPE,15.4
Universidade Eduardo Mondlane,36.6
Universidade Estadual Paulista (Unesp),22.01875
Universidade Estadual de Maringá,14.992857142857144
Universidade Estadual do Norte Fluminense Darcy Ribeiro,14.350000000000001
Universidade Estadual do Oeste do Paraná (Unioeste),15.258333333333333
Universidade Federal Rural do Semi-Arido,16.2125
Universidade Federal da Bahia,15.385714285714284
Universidade Federal da Grande Dourados,16.45
Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),16.2125
Universidade Federal de Juiz de Fora,16.150000000000002
Universidade Federal de Ouro Preto (UFOP),15.1
Universidade Federal de Santa Catarina,23.2
Universidade Federal de Sergipe,33.35
Universidade Federal de São Paulo (UNIFESP),30.957142857142856
Universidade Federal do ABC (UFABC),21.67142857142857
Universidade Federal do Ceará (UFC),15.87142857142857
Universidade Federal do Maranhão (UFMA),16.150000000000002
Universidade Federal do Paraná (UFPR),15.2
Universidade Federal do Rio Grande do Sul,26.91875
Universidade Federal do Triângulo Mineiro,15.4
Universidade Federal do Vale do São Francisco,14.350000000000001
Universidade Nove de Julho (Uninove),15.4
Universidade Tecnológica Federal do Paraná (UTFPR),15.84
Universidade do Estado de Santa Catarina,16.2125
Universidade do Estado do Rio de Janeiro (UERJ),14.7625
Universitas Airlangga,18.9
Universitas Andalas,14.350000000000001
Universitas Gadjah Mada,17.45
Universitas Padjadjaran,16.150000000000002
Universitas Pendidikan Indonesia,23.05
Universitas Sebelas Maret,18.9
Universitas Sumatera Utara,14.350000000000001
Universitat Internacional de Catalunya,31.55
Universitat Politècnica de Catalunya,29.94375
Universitat Ramon Llull,41.55
Universiti Brunei Darussalam,44.5
Universiti Kebangsaan Malaysia,26.91875
Universiti Kuala Lumpur,18.483333333333334
Universiti Malaysia Kelantan,21.35
Universiti Malaysia Pahang,31.85
Universiti Malaysia Perlis,25.299999999999997
Universiti Malaysia Sabah (UMS),14.350000000000001
Universiti Malaysia Sarawak (UNIMAS),17.240000000000002
Universiti Malaysia Terengganu (UMT),18.9
Universiti Pendidikan Sultan Idris,30.7
Universiti Putra Malaysia,26.0125
Universiti Sains Malaysia,26.91875
Universiti Teknikal Malaysia Melaka,18.483333333333334
Universiti Teknologi MARA,13.228571428571428
Universiti Teknologi Malaysia,26.91875
Universiti Teknologi Petronas,32.392857142857146
Universiti Tenaga Nasional (UNITEN),25.858333333333334
Universiti Tun Hussein Onn Malaysia (UTHM),18.9
Universiti Tunku Abdul Rahman (UTAR),32.48333333333333
Universiti Utara Malaysia,26.442857142857143
University College Cork,39.35625
University College Dublin,50.35
University Mohamed Boudiaf of M’Sila,15.4
University Rey Juan Carlos,23.74285714285714
University at Buffalo,43.32272727272727
University of A Coruña,19.83125
University of Aberdeen,51.88461538461539
University of Abou Bekr Belkaïd Tlemcen,15.87142857142857
University of Adelaide,57.154545454545456
"University of Agriculture, Faisalabad",24.07857142857143
University of Alabama at Birmingham,55.325
University of Alabama in Huntsville,36.1375
University of Alaska Fairbanks,37.7375
University of Alberta,56.638461538461534
University of Alcalá,25.618750000000002
University of Algarve,27.525000000000002
University of Alicante,20.266666666666666
University of Almería,21.133333333333333
University of Amsterdam,63.5
University of Anbar,27.049999999999997
University of Antioquia,17.00625
University of Antofagasta,34.925
University of Antwerp,51.61363636363637
University of Applied Sciences and Arts of Western Switzerland,31.85
University of Arizona,56.184615384615384
University of Arkansas,28.6375
University of Auckland,52.21153846153846
University of Aveiro,28.6875
University of Babylon,36.6
University of Baghdad,19.22
University of Barcelona,52.09444444444445
University of Bari Aldo Moro,33.7625
University of Basel,59.184615384615384
University of Basrah,16.150000000000002
University of Bath,43.225
University of Bayreuth,39.15
University of Bedfordshire,26.535714285714285
University of Beira Interior,30.085714285714285
University of Belgrade,21.75
University of Benin,21.35
University of Bergamo,34.221428571428575
University of Bergen,50.64
University of Bern,57.14166666666667
University of Birjand,15.439999999999998
University of Birmingham,55.715384615384615
University of Biskra,16.2125
University of Bologna,47.2625
University of Bonn,56.30833333333334
University of Bordeaux,37.775
University of Botswana,20.38333333333333
University of Bradford,26.60625
University of Brasília,19.978571428571428
University of Brawijaya,16.2125
University of Bremen,38.7375
University of Brescia,34.675
University of Brighton,26.325
University of Bristol,62.58461538461539
University of British Columbia,75.28461538461539
University of Bucharest,15.774999999999999
University of Burgos,20.0
University of Burgundy,0.0
University of Béjaïa,19.22
University of Bío-Bío,15.84
University of Cadiz,22.2375
University of Cagliari,21.45
University of Calabria,35.385714285714286
University of Calcutta,17.116666666666664
University of Calgary,45.64375
"University of California, Berkeley",89.5076923076923
"University of California, Davis",68.40769230769232
"University of California, Irvine",60.138461538461534
"University of California, Los Angeles",86.56923076923077
"University of California, Merced",45.57
"University of California, Riverside",50.526923076923076
"University of California, San Diego",74.88461538461539
"University of California, Santa Barbara",70.73846153846154
"University of California, Santa Cruz",54.3423076923077
University of Cambridge,93.28461538461539
University of Camerino (Unicam),38.025000000000006
University of Campania Luigi Vanvitelli,36.6
University of Campinas,34.55625
University of Canberra,42.4125
University of Canterbury,36.09375
University of Cape Coast,46.5
University of Cape Town,55.23846153846154
University of Carthage,17.9625
University of Castilla-La Mancha,19.83125
University of Catania,31.45
University of Caxias do Sul,16.2125
University of Central Florida,33.25
University of Central Lancashire,22.61875
University of Cergy-Pontoise,16.391666666666666
"University of Chemistry and Technology, Prague",17.925
University of Chester,17.240000000000002
University of Chile,24.4
University of Cincinnati – Uptown,41.542857142857144
University of Clermont Auvergne,31.22
University of Coimbra,29.95625
University of Colima,14.350000000000001
University of Cologne,55.975
University of Colombo,20.92142857142857
University of Colorado Boulder,58.0
University of Colorado Colorado Springs,18.9
University of Colorado Denver/Anschutz Medical Campus,47.13
University of Concepción,19.435714285714287
University of Connecticut,37.7375
University of Copenhagen,56.73076923076923
University of Costa Rica,29.635714285714283
University of Craiova,14.350000000000001
University of Crete,37.48125
University of Cyprus,35.4875
University of Córdoba,29.7375
University of Côte d’Azur,40.94166666666666
University of Dar es Salaam,15.3875
University of Dayton,29.2
University of Debrecen,20.46875
University of Delaware,43.94615384615384
University of Delhi,25.049999999999997
University of Denver,43.128571428571426
University of Derby,27.55
University of Desarrollo,39.519999999999996
University of Deusto,30.99
University of Dhaka,18.758333333333333
University of Duisburg-Essen,45.05625
University of Dundee,50.60454545454545
University of East Anglia,51.26538461538462
University of East London,25.849999999999998
University of Eastern Finland,35.4875
University of Edinburgh,76.24615384615385
University of Electronic Science and Technology of China,26.37857142857143
University of Engineering & Technology (UET) Lahore,18.38
"University of Engineering and Technology, Peshawar",31.85
"University of Engineering and Technology, Taxila",36.6
University of Erlangen-Nuremberg,54.725
University of Essex,40.8375
University of Exeter,54.30769230769231
University of Extremadura,27.049999999999997
University of Ferrara,33.96875
University of Florence,35.35625
University of Florida,55.083333333333336
University of Foggia,29.666666666666668
University of Fort Hare,21.35
University of Fortaleza (UNIFOR),22.662499999999998
University of Freiburg,57.361538461538466
University of Fribourg,39.91875
University of Fukui,15.258333333333333
University of Galway,41.44375
University of Gdańsk,16.425
University of Geneva,54.8423076923077
University of Genoa,35.0
University of Georgia,35.79375
University of Ghana,19.83125
University of Girona,32.95
University of Glasgow,59.3
University of Gothenburg,52.9
University of Granada,28.6375
University of Graz,31.19375
University of Greenwich,27.425
University of Greifswald,35.825
University of Groningen,59.78461538461538
University of Guadalajara,14.992857142857144
University of Guanajuato,15.84
University of Guelph,32.785714285714285
University of Guilan,19.95
University of Gujrat,27.049999999999997
University of Göttingen,60.46153846153846
University of Haifa,27.575
University of Hail,45.5
University of Hamburg,56.364285714285714
University of Havana,16.2125
University of Hawai’i at Mānoa,45.361111111111114
University of Helsinki,59.276923076923076
University of Hertfordshire,27.93125
University of Hohenheim,44.23125
University of Hong Kong,74.13846153846154
University of Houston,34.76875
University of Hradec Králové,17.9625
University of Huddersfield,26.91875
University of Hull,31.675
University of Hyogo,15.258333333333333
University of Ibadan,28.275
University of Iceland,39.29375
University of Idaho,28.089999999999996
University of Illinois Chicago,43.7125
University of Illinois at Urbana-Champaign,73.45384615384616
University of Ilorin,18.9
University of Indonesia,22.193749999999998
University of Innsbruck,38.861111111111114
University of Insubria,39.5375
University of International Business and Economics,36.9875
University of Ioannina,27.36875
University of Iowa,45.79230769230769
University of Isfahan,21.03
University of Jaén,26.535714285714285
University of Jeddah,25.9
University of Johannesburg,30.764285714285712
University of Jyväskylä,34.88125
University of Kaiserslautern,31.556250000000002
University of Kansas,42.01428571428572
University of Karachi,14.733333333333334
University of Kashan,36.37
University of Kent,38.7125
University of Kentucky,40.125
University of Kerala,16.425
University of Kiel,43.30625
University of Klagenfurt,45.2375
University of Konstanz,50.18
University of Kragujevac,41.55
University of Kufa,14.350000000000001
University of Kurdistan,32.5
University of KwaZulu-Natal,35.0625
University of La Frontera,21.849999999999998
University of La Laguna,27.01875
University of La Sabana,16.150000000000002
University of La Serena,31.85
University of Lagos,35.35
University of Lahore,19.34
University of Las Palmas de Gran Canaria,26.860000000000003
University of Latvia,22.45
University of Lausanne,53.92307692307692
University of Leeds,54.66923076923077
University of Leicester,51.59166666666667
University of Leoben,29.130000000000003
University of Lethbridge,17.9625
University of León,20.04
University of Lille,36.707142857142856
University of Limerick,30.5875
University of Lincoln,28.94375
University of Lisbon,32.28125
University of Liverpool,52.107692307692304
University of Liège,39.0125
University of Ljubljana,24.94375
University of Lleida,31.6
University of Lorraine,33.175000000000004
University of Lucknow,18.483333333333334
University of Luxembourg,51.612500000000004
University of L’Aquila,38.7875
University of Macau,40.04375
University of Macerata (UNIMC),14.350000000000001
University of Malaga,22.2375
University of Malakand,35.775000000000006
University of Malaya,45.28333333333333
University of Malta,31.6
University of Management and Technology,40.65
University of Manchester,67.73076923076923
University of Manitoba,36.6
University of Mannheim,57.925
University of Manouba,21.4625
University of Maragheh,28.299999999999997
University of Marburg,45.4
University of Maribor,20.9375
University of Marrakech Cadi Ayyad,16.487499999999997
"University of Maryland, Baltimore County",30.5375
"University of Maryland, College Park",59.75384615384615
University of Massachusetts,55.215384615384615
University of Mauritius,27.049999999999997
University of Mazandaran,23.419999999999998
University of Melbourne,75.36923076923077
University of Memphis,29.666666666666668
University of Messina,39.38333333333333
University of Miami,50.333333333333336
University of Michigan-Ann Arbor,82.76153846153846
University of Milan,39.5
University of Milan-Bicocca,36.9875
University of Minho,25.81875
University of Minnesota,66.3
University of Miskolc,16.150000000000002
University of Missouri-St Louis,35.15
University of Miyazaki,16.283333333333335
University of Modena and Reggio Emilia,35.43125
University of Mohaghegh Ardabili,36.43333333333334
University of Monastir,15.992857142857144
University of Mons,40.65
University of Montana,31.558333333333334
University of Montenegro,16.2125
University of Montreal,58.86153846153846
University of Mosul,14.350000000000001
University of Mumbai,20.0375
University of Murcia,20.775
University of Mysore,16.425
University of Münster,54.36875
University of Nairobi,22.59375
University of Namibia,36.6
University of Namur,30.7
University of Naples Federico II,36.3875
University of Navarra,41.31875
University of Nebraska Medical Center,33.10625
University of Nebraska-Lincoln,37.0875
University of Neuchâtel,32.75
"University of Nevada, Las Vegas",32.17
University of New Brunswick UNB,33.050000000000004
University of New Mexico (Main campus),39.199999999999996
University of Newcastle,42.13125
University of Nice Sophia Antipolis,17.525
University of Nicosia,34.4
University of Nigeria Nsukka,17.240000000000002
University of North Carolina Wilmington,17.9625
University of North Carolina at Chapel Hill,69.15384615384616
University of North Carolina at Charlotte,33.075
University of North Carolina at Greensboro,25.65
University of North Florida,16.4
University of Northern British Columbia (UNBC),27.116666666666664
University of Notre Dame,56.349999999999994
University of Nottingham,53.96153846153846
University of Novi Sad,16.150000000000002
"University of Occupational and Environmental Health, Japan",41.75
University of Oklahoma,38.63333333333333
University of Oradea,15.4
University of Oregon,38.15833333333333
University of Oslo,54.67272727272727
University of Ostrava,18.8
University of Otago,44.23125
University of Ottawa,47.074999999999996
University of Oulu,41.9
University of Oviedo,24.34375
University of Oxford,94.47692307692309
University of Padua,42.55625
University of Palermo,28.7375
University of Pannonia,18.9
University of Pardubice,13.8875
University of Paris North – Paris 13,0.0
University of Parma,29.9125
University of Passau,47.49166666666667
University of Passo Fundo (UPF),15.4
University of Patras,21.375
University of Pau and Pays de l’Adour,18.9
University of Pavia,37.46875
University of Pennsylvania,85.97692307692309
University of Peradeniya,41.325
University of Pernambuco,15.4
University of Perugia,40.5625
University of Peshawar,24.630000000000003
University of Pisa,36.54375
University of Pittsburgh-Pittsburgh campus,59.95384615384615
University of Plymouth,35.0625
University of Porto,34.41875
University of Portsmouth,33.59375
University of Potsdam,50.14166666666667
University of Pretoria,26.325
University of Primorska,23.05
University of Puerto Rico,26.15
University of Pécs,24.23125
University of Reading,50.34090909090909
University of Regensburg,34.95
University of Regina,27.087500000000002
University of Rennes 1,26.592857142857145
University of Rhode Island,34.2625
University of Rijeka,15.4
University of Rochester,55.64166666666667
University of Roehampton,26.535714285714285
University of Rome II – Tor Vergata,35.4375
University of Rome III,31.1125
University of Salamanca,24.94375
University of Salento,28.6875
University of Salerno,41.6
University of Salford,24.125
University of San Diego,29.7
University of San Francisco,0.0
University of Sannio,39.233333333333334
University of Santiago de Compostela,25.5375
"University of Santiago, Chile (USACH)",14.7625
University of Sargodha,21.4625
University of Saskatchewan,34.26875
University of Sassari,35.4
University of Science and Technology Beijing,23.21875
University of Science and Technology of China,54.21
University of Science and Technology of Oran Mohamed-Boudiaf,16.2125
University of Sciences and Technology Houari Boumediene,16.133333333333333
University of Seoul,18.85625
University of Seville,22.925
University of Sfax,18.86
University of Shanghai for Science and Technology,18.9
University of Sharjah,33.06666666666667
University of Sheffield,57.607692307692304
