ticker,female_pct,diversity_board
A,0.2727272727272727,False
AA,0.3333333333333333,True
AAL,0.25,False
AAN,0.375,False
AAON,0.25,False
AAP,0.3333333333333333,False
AAPL,0.3333333333333333,False
AAT,0.4,False
ABBV,0.2727272727272727,True
ABCB,0.15384615384615385,False
ABG,0.3333333333333333,False
ABM,0.3,False
ABNB,0.25,False
ABR,0.125,False
ABT,0.4166666666666667,False
ACA,0.3,True
ACGL,0.23076923076923078,False
ACHC,0.2,False
ACIW,0.2857142857142857,False
ACLS,0.3333333333333333,False
ACM,0.375,True
ACN,0.5555555555555556,True
ADBE,0.3333333333333333,True
ADC,0.2222222222222222,False
ADEA,0.4,False
ADI,0.36363636363636365,False
ADM,0.36363636363636365,True
ADNT,0.25,False
ADP,0.4166666666666667,False
ADSK,0.45454545454545453,False
ADTN,0.3333333333333333,False
ADUS,0.4444444444444444,False
AEE,0.2857142857142857,True
AEIS,0.3,True
AEL,0.2,False
AEO,0.42857142857142855,False
AEP,0.46153846153846156,False
AES,0.5,False
AFG,0.18181818181818182,False
AFL,0.45454545454545453,True
AGCO,0.3,True
AGO,0.2727272727272727,False
AGTI,0.18181818181818182,False
AGYS,0.14285714285714285,False
AHCO,0.1111111111111111,False
AHH,0.1111111111111111,False
AIG,0.5,False
AIN,0.2222222222222222,False
AIR,0.2,False
AIRC,0.4444444444444444,False
AIT,0.3333333333333333,True
AIZ,0.3076923076923077,False
AJG,0.2222222222222222,False
AKAM,0.3,False
AKR,0.2222222222222222,False
ALB,0.3,True
ALE,0.5,False
ALEX,0.2857142857142857,False
ALG,0.375,False
ALGM,0.09090909090909091,False
ALGN,0.375,False
ALGT,0.25,False
ALK,0.36363636363636365,False
ALKS,0.35714285714285715,False
ALL,0.3333333333333333,False
ALLE,0.3333333333333333,False
ALLY,0.2727272727272727,False
ALRM,0.14285714285714285,False
ALV,0.18181818181818182,False
AM,0.2222222222222222,True
AMAT,0.3,False
AMBC,0.42857142857142855,False
AMCR,0.4,False
AMCX,0.15384615384615385,False
AMD,0.3333333333333333,False
AME,0.3333333333333333,False
AMED,0.5555555555555556,False
AMEH,0.3333333333333333,False
AMG,0.375,False
AMGN,0.23076923076923078,False
AMKR,0.18181818181818182,False
AMN,0.5555555555555556,False
AMP,0.25,False
AMPH,0.3,False
AMR,0.2222222222222222,False
AMSF,0.25,False
AMT,0.4166666666666667,False
AMWD,0.25,True
AMZN,0.45454545454545453,False
AN,0.25,False
ANDE,0.2,False
ANET,0.3333333333333333,False
ANF,0.6666666666666666,False
ANIK,0.375,False
ANIP,0.2222222222222222,False
ANSS,0.3,False
AON,0.4166666666666667,False
AORT,0.2222222222222222,False
AOS,0.3,False
AOSL,0.3333333333333333,False
APA,0.3,False
APAM,0.375,True
APD,0.25,False
APH,0.3333333333333333,False
APLE,0.3333333333333333,False
APOG,0.3333333333333333,False
APPS,0.375,False
APTV,0.3,False
AR,0.375,True
ARCB,0.3333333333333333,False
ARE,0.2857142857142857,False
ARI,0.4,False
ARLO,0.42857142857142855,False
ARMK,0.36363636363636365,False
AROC,0.2222222222222222,True
ARR,0.2,False
ARW,0.3,False
ARWR,0.25,False
ASB,0.3,False
ASGN,0.2727272727272727,False
ASH,0.3333333333333333,False
ASIX,0.5,True
ASO,0.4,False
ASTE,0.3,False
ATEN,0.2,False
ATGE,0.4,False
ATI,0.3,False
ATNI,0.42857142857142855,False
ATO,0.2727272727272727,True
ATR,0.45454545454545453,False
AUB,0.25,False
AVA,0.36363636363636365,False
AVAV,0.2857142857142857,False
AVB,0.25,False
AVD,0.3333333333333333,False
AVGO,0.3333333333333333,False
AVID,0.3333333333333333,False
AVNS,0.3333333333333333,False
AVNT,0.25,False
AVT,0.3,False
AVTA,0.4444444444444444,False
AVY,0.3,False
AWI,0.25,False
AWK,0.6,False
AWR,0.3333333333333333,False
AX,0.2,False
AXL,0.2,False
AXON,0.45454545454545453,False
AXP,0.2857142857142857,False
AXTA,0.2222222222222222,True
AYI,0.4,False
AZO,0.3,False
AZPN,0.25,False
AZTA,0.5,False
AZZ,0.2,False
B,0.36363636363636365,False
BA,0.3076923076923077,False
BAC,0.35714285714285715,True
BALL,0.45454545454545453,False
BANC,0.3333333333333333,False
BANF,0.16666666666666666,True
BANR,0.36363636363636365,False
BAX,0.4,False
BBWI,0.46153846153846156,True
BBY,0.5833333333333334,False
BC,0.3,False
BCC,0.25,False
BCO,0.2222222222222222,False
BCPC,0.3333333333333333,False
BDC,0.4,False
BDN,0.2857142857142857,False
BDX,0.2727272727272727,False
BEN,0.2727272727272727,False
BERY,0.25,False
BF.B,0.36363636363636365,False
BFH,0.2857142857142857,False
BFS,0.15384615384615385,False
BG,0.36363636363636365,True
BGS,0.3,False
BHE,0.2222222222222222,True
BHF,0.4444444444444444,False
BHLB,0.3333333333333333,False
BIG,0.6,False
BIIB,0.2,False
BIO,0.3333333333333333,False
BJ,0.25,False
BJRI,0.2727272727272727,False
BK,0.36363636363636365,False
BKE,0.3076923076923077,False
BKH,0.3,False
BKNG,0.36363636363636365,False
BKR,0.3333333333333333,False
BKU,0.4,False
BLD,0.375,False
BLDR,0.1,False
BLFS,0.2857142857142857,False
BLK,0.3125,True
BLKB,0.375,False
BLMN,0.3,False
BMI,0.3333333333333333,True
BMY,0.36363636363636365,False
BOH,0.35714285714285715,False
BOOM,0.16666666666666666,False
BOOT,0.375,False
BR,0.36363636363636365,False
BRBR,0.5,False
BRK.B,0.26666666666666666,False
BRKL,0.2,False
BRKR,0.3,False
BRO,0.16666666666666666,False
BRX,0.375,False
BSIG,0.2,False
BSX,0.2222222222222222,False
BURL,0.3,False
BWA,0.375,False
BWXT,0.2222222222222222,False
BXMT,0.4,False
BXP,0.36363636363636365,True
BYD,0.25,True
C,0.5384615384615384,True
CABO,0.625,False
CACI,0.2727272727272727,False
CADE,0.3333333333333333,False
CAG,0.36363636363636365,False
CAH,0.5454545454545454,True
CAKE,0.3,False
CAL,0.5454545454545454,False
CALM,0.2857142857142857,False
CALX,0.375,False
CAR,0.3333333333333333,False
CARA,0.3333333333333333,False
CARG,0.16666666666666666,False
CARR,0.3333333333333333,False
CARS,0.2727272727272727,False
CASH,0.375,False
CASY,0.4,False
CAT,0.36363636363636365,True
CATY,0.25,False
CB,0.3076923076923077,False
CBOE,0.25,False
CBRE,0.2727272727272727,False
CBRL,0.5,False
CBSH,0.3076923076923077,False
CBT,0.2727272727272727,True
CBU,0.25,False
CC,0.4444444444444444,False
CCI,0.3,False
CCK,0.23076923076923078,False
CCL,0.36363636363636365,False
CCOI,0.3333333333333333,False
CCRN,0.25,False
CCS,0.16666666666666666,False
CCSI,0.3333333333333333,False
CDAY,0.4,False
CDMO,0.42857142857142855,False
CDNS,0.3,False
CDP,0.3,False
CDW,0.4,False
CE,0.5,False
CEG,0.3,True
CEIX,0.3333333333333333,False
CELH,0.3333333333333333,False
CENT,0.2727272727272727,False
CENX,0.2857142857142857,True
CERT,0.3333333333333333,False
CEVA,0.42857142857142855,False
CF,0.2727272727272727,True
CFFN,0.125,False
CFG,0.3076923076923077,False
CFR,0.15384615384615385,False
CG,0.23076923076923078,True
CGNX,0.2857142857142857,True
CHCO,0.16666666666666666,False
CHCT,0.3333333333333333,False
CHD,0.3,False
CHDN,0.2222222222222222,False
CHE,0.2,False
CHEF,0.2,False
CHH,0.2727272727272727,True
CHK,0.14285714285714285,False
CHRD,0.5,False
CHRS,0.25,False
CHRW,0.2727272727272727,False
CHS,0.5555555555555556,False
CHTR,0.07692307692307693,False
CHUY,0.16666666666666666,False
CHX,0.3333333333333333,False
CI,0.36363636363636365,False
CIEN,0.2222222222222222,False
CINF,0.3333333333333333,False
CIVI,0.3333333333333333,False
CL,0.36363636363636365,False
CLB,0.2857142857142857,True
CLDT,0.2857142857142857,False
CLF,0.3,True
CLFD,0.25,False
CLH,0.45454545454545453,True
CLW,0.3333333333333333,False
CLX,0.5,False
CMA,0.38461538461538464,False
CMC,0.5,False
CMCSA,0.2,False
CME,0.2608695652173913,False
CMG,0.3333333333333333,False
CMI,0.4166666666666667,False
CMP,0.2,True
CMS,0.36363636363636365,True
CNC,0.3,True
CNK,0.2727272727272727,False
CNM,0.25,False
CNMD,0.3333333333333333,False
CNO,0.2222222222222222,False
CNP,0.2222222222222222,True
CNSL,0.25,False
CNX,0.14285714285714285,False
CNXC,0.625,False
CNXN,0.3333333333333333,False
COF,0.25,False
COHR,0.2857142857142857,False
COHU,0.25,False
COKE,0.2727272727272727,False
COLB,0.35714285714285715,False
COLL,0.2222222222222222,False
COLM,0.3333333333333333,False
COO,0.5,False
COOP,0.375,False
COP,0.23076923076923078,True
COR,0.3,True
CORT,0.2222222222222222,False
COST,0.2727272727272727,False
COTY,0.5454545454545454,False
CPB,0.3333333333333333,False
CPE,0.375,False
CPF,0.3333333333333333,False
CPK,0.4,False
CPRI,0.5,False
CPRT,0.18181818181818182,False
CPRX,0.2857142857142857,False
CPSI,0.2857142857142857,False
CPT,0.3,False
CRC,0.3333333333333333,True
CRI,0.36363636363636365,False
CRK,0.2,False
CRL,0.2727272727272727,False
CRM,0.3076923076923077,False
CRMT,0.42857142857142855,False
CRNC,0.25,False
CROX,0.375,False
CRS,0.36363636363636365,True
CRSR,0.3,False
CRUS,0.375,False
CRVL,0.16666666666666666,False
CSCO,0.3333333333333333,False
CSGP,0.25,False
CSGS,0.3,True
CSL,0.2222222222222222,False
CSR,0.5714285714285714,False
CSX,0.2727272727272727,True
CTAS,0.2,False
CTKB,0.42857142857142855,False
CTRA,0.4,False
CTRE,0.6,True
CTS,0.16666666666666666,True
