ticker,spindex,num_committees,dirs,over75_pct,num_meetings,avg_meetings
SBRA,S&P 400,3.0,10.0,1.0,8.0,2.6666666666666665
SABR,S&P 600,5.0,21.0,1.0,12.0,2.4
SAFE,S&P 600,7.0,26.0,1.0,7.0,1.0
SAFT,S&P 600,5.0,13.0,1.0,6.0,1.2
SAIA,S&P 400,3.0,17.0,1.0,10.0,3.3333333333333335
JOE,S&P 600,7.0,24.0,1.0,5.0,0.7142857142857143
CRM,S&P 500,9.0,21.0,1.0,13.0,1.4444444444444444
SBH,S&P 600,9.0,29.0,1.0,9.0,1.0
JBSS,S&P 600,6.0,9.0,1.0,10.0,1.6666666666666667
SANM,S&P 600,6.0,20.0,1.0,8.0,1.3333333333333333
BFS,S&P 600,4.0,14.0,1.0,13.0,3.25
SCSC,S&P 600,6.0,14.0,1.0,8.0,1.3333333333333333
HSIC,S&P 500,7.0,26.0,1.0,14.0,2.0
SLB,S&P 500,8.0,41.0,1.0,11.0,1.375
SCHL,S&P 600,10.0,26.0,1.0,9.0,0.9
SDGR,S&P 600,4.0,8.0,1.0,9.0,2.25
SCHW,S&P 500,5.0,30.0,1.0,17.0,3.4
MATV,S&P 600,5.0,21.0,1.0,9.0,1.8
SAIC,S&P 400,6.0,22.0,1.0,10.0,1.6666666666666667
LNW,S&P 400,7.0,35.0,1.0,10.0,1.4285714285714286
SMG,S&P 400,10.0,36.0,1.0,12.0,1.2
SSP,S&P 600,7.0,48.0,1.0,11.0,1.5714285714285714
SBCF,S&P 600,8.0,28.0,1.0,11.0,1.375
SEE,S&P 600,6.0,27.0,1.0,9.0,1.5
SENEA,,3.0,17.0,,,
SEM,S&P 600,6.0,13.0,1.0,11.0,1.8333333333333333
SIGI,S&P 400,8.0,30.0,1.0,13.0,1.625
SMTC,S&P 600,8.0,21.0,1.0,10.0,1.25
SRE,S&P 500,13.0,36.0,1.0,9.0,0.6923076923076923
SXT,S&P 600,6.0,25.0,1.0,10.0,1.6666666666666667
SCI,S&P 400,7.0,20.0,1.0,10.0,1.4285714285714286
SVC,S&P 600,7.0,30.0,1.0,7.0,1.0
NOW,S&P 500,3.0,13.0,1.0,11.0,3.6666666666666665
SFBS,S&P 600,3.0,8.0,1.0,6.0,2.0
SHEN,S&P 600,5.0,16.0,1.0,8.0,1.6
SHW,S&P 500,4.0,26.0,1.0,9.0,2.25
SCVL,S&P 600,3.0,9.0,1.0,7.0,2.3333333333333335
SWAV,S&P 400,4.0,9.0,1.0,9.0,2.25
SSTK,S&P 600,3.0,8.0,1.0,6.0,2.0
SLAB,S&P 400,10.0,24.0,1.0,9.0,0.9
SLGN,S&P 400,4.0,14.0,1.0,9.0,2.25
SFNC,S&P 600,8.0,29.0,1.0,17.0,2.125
SPG,S&P 500,10.0,37.0,1.0,13.0,1.3
SMPL,S&P 600,6.0,27.0,1.0,11.0,1.8333333333333333
SSD,S&P 400,11.0,18.0,1.0,8.0,0.7272727272727273
SLP,S&P 600,5.0,9.0,1.0,5.0,1.0
SITC,S&P 600,11.0,24.0,1.0,8.0,0.7272727272727273
SITM,S&P 600,3.0,5.0,1.0,8.0,2.6666666666666665
SIX,S&P 600,5.0,18.0,1.0,7.0,1.4
SKX,S&P 400,3.0,10.0,1.0,8.0,2.6666666666666665
SKYW,S&P 600,8.0,17.0,1.0,8.0,1.0
SWKS,S&P 500,4.0,17.0,1.0,9.0,2.25
SNBR,S&P 600,7.0,23.0,1.0,10.0,1.4285714285714286
AOS,S&P 500,12.0,37.0,1.0,10.0,0.8333333333333334
SJM,S&P 500,6.0,22.0,1.0,10.0,1.6666666666666667
SNA,S&P 500,9.0,24.0,1.0,10.0,1.1111111111111112
SEDG,S&P 600,4.0,10.0,1.0,7.0,1.75
SAH,S&P 600,3.0,14.0,1.0,10.0,3.3333333333333335
SON,S&P 400,7.0,37.0,1.0,11.0,1.5714285714285714
SONO,S&P 600,8.0,25.0,1.0,8.0,1.0
SHC,S&P 400,8.0,18.0,1.0,10.0,1.25
SSB,S&P 400,10.0,45.0,1.0,11.0,1.1
SO,S&P 500,13.0,45.0,1.0,16.0,1.2307692307692308
SBSI,S&P 600,7.0,23.0,1.0,15.0,2.142857142857143
LUV,S&P 500,8.0,29.0,1.0,14.0,1.75
SWX,S&P 400,8.0,30.0,1.0,11.0,1.375
SWN,S&P 400,6.0,20.0,1.0,9.0,1.5
SPTN,S&P 600,5.0,27.0,1.0,8.0,1.6
SR,S&P 400,8.0,23.0,1.0,9.0,1.125
SRC,S&P 400,,,1.0,9.0,
SFM,S&P 400,4.0,10.0,1.0,8.0,2.0
STAA,S&P 600,5.0,24.0,1.0,6.0,1.2
STAG,S&P 400,4.0,11.0,1.0,10.0,2.5
SMP,S&P 600,7.0,17.0,1.0,8.0,1.1428571428571428
SXI,S&P 600,8.0,19.0,1.0,8.0,1.0
SWK,S&P 500,7.0,38.0,1.0,10.0,1.4285714285714286
SBUX,S&P 500,7.0,28.0,1.0,8.0,1.1428571428571428
STWD,S&P 400,4.0,12.0,1.0,9.0,2.25
STT,S&P 500,10.0,39.0,1.0,12.0,1.2
STLD,S&P 500,3.0,19.0,1.0,10.0,3.3333333333333335
SCL,S&P 600,5.0,14.0,1.0,8.0,1.6
SRCL,S&P 400,6.0,27.0,1.0,10.0,1.6666666666666667
STEL,S&P 600,13.0,56.0,1.0,14.0,1.0769230769230769
STC,S&P 600,12.0,32.0,1.0,9.0,0.75
SF,S&P 400,8.0,25.0,1.0,12.0,1.5
SNEX,S&P 600,7.0,19.0,1.0,9.0,1.2857142857142858
STRA,S&P 600,5.0,28.0,1.0,11.0,2.2
LRN,S&P 600,4.0,22.0,1.0,10.0,2.5
SYK,S&P 500,6.0,17.0,1.0,10.0,1.6666666666666667
RGR,S&P 600,6.0,17.0,1.0,9.0,1.5
INN,S&P 600,3.0,8.0,1.0,8.0,2.6666666666666665
SNCY,S&P 600,5.0,11.0,1.0,8.0,1.6
RUN,S&P 400,4.0,10.0,1.0,9.0,2.25
SXC,S&P 600,5.0,20.0,1.0,8.0,1.6
SPWR,S&P 600,4.0,29.0,1.0,9.0,2.25
SHO,S&P 600,6.0,14.0,1.0,7.0,1.1666666666666667
SMCI,S&P 400,3.0,8.0,1.0,8.0,2.6666666666666665
SUPN,S&P 600,4.0,10.0,1.0,6.0,1.5
SRDX,S&P 600,7.0,19.0,1.0,6.0,0.8571428571428571
SLVM,S&P 600,3.0,10.0,1.0,11.0,3.6666666666666665
SYNA,S&P 400,4.0,14.0,1.0,8.0,2.0
SNPS,S&P 500,8.0,19.0,1.0,9.0,1.125
SNV,S&P 400,7.0,38.0,1.0,11.0,1.5714285714285714
SNX,S&P 400,4.0,20.0,1.0,11.0,2.75
SYF,S&P 500,5.0,16.0,1.0,10.0,2.0
SYY,S&P 500,12.0,39.0,0.0,11.0,0.9166666666666666
TJX,S&P 500,9.0,26.0,1.0,9.0,1.0
TKO,S&P 400,10.0,54.0,1.0,8.0,0.8
TMUS,S&P 500,7.0,32.0,1.0,13.0,1.8571428571428572
TPH,S&P 600,3.0,12.0,1.0,6.0,2.0
TTMI,S&P 600,4.0,16.0,1.0,9.0,2.25
TTWO,S&P 500,6.0,26.0,1.0,10.0,1.6666666666666667
TALO,S&P 600,14.0,33.0,1.0,8.0,0.5714285714285714
TNDM,S&P 600,4.0,15.0,1.0,10.0,2.5
SKT,S&P 600,6.0,13.0,1.0,9.0,1.5
TPR,S&P 500,7.0,26.0,1.0,9.0,1.2857142857142858
TGT,S&P 500,17.0,34.0,1.0,12.0,0.7058823529411765
TRGP,S&P 500,6.0,17.0,1.0,11.0,1.8333333333333333
TMHC,S&P 400,3.0,17.0,1.0,8.0,2.6666666666666665
TTGT,S&P 600,3.0,8.0,1.0,7.0,2.3333333333333335
TGNA,S&P 400,11.0,37.0,1.0,9.0,0.8181818181818182
TDY,S&P 500,4.0,20.0,1.0,11.0,2.75
TFX,S&P 500,6.0,25.0,1.0,9.0,1.5
TDS,S&P 600,8.0,15.0,1.0,12.0,1.5
TPX,S&P 400,4.0,17.0,1.0,7.0,1.75
THC,S&P 400,15.0,41.0,1.0,10.0,0.6666666666666666
TNC,S&P 600,5.0,22.0,1.0,9.0,1.8
TDC,S&P 400,6.0,20.0,1.0,9.0,1.5
TER,S&P 500,7.0,19.0,1.0,8.0,1.1428571428571428
TEX,S&P 400,10.0,22.0,1.0,8.0,0.8
TSLA,S&P 500,5.0,10.0,1.0,8.0,1.6
TTEK,S&P 400,5.0,15.0,1.0,8.0,1.6
TCBI,S&P 400,10.0,23.0,1.0,11.0,1.1
TXN,S&P 500,6.0,24.0,1.0,12.0,2.0
TXRH,S&P 400,3.0,10.0,1.0,7.0,2.3333333333333335
TXT,S&P 500,4.0,27.0,1.0,9.0,2.25
ODP,S&P 600,7.0,36.0,1.0,9.0,1.2857142857142858
TMO,S&P 500,9.0,33.0,1.0,11.0,1.2222222222222223
THO,S&P 400,8.0,28.0,1.0,8.0,1.0
DDD,S&P 600,11.0,20.0,1.0,10.0,0.9090909090909091
MMM,S&P 500,9.0,39.0,1.0,10.0,1.1111111111111112
THRY,S&P 600,3.0,7.0,1.0,7.0,2.3333333333333335
TKR,S&P 400,4.0,22.0,1.0,11.0,2.75
TMST,S&P 600,,,1.0,10.0,
TWI,S&P 600,7.0,12.0,1.0,7.0,1.0
TOL,S&P 400,13.0,18.0,1.0,10.0,0.7692307692307693
TMP,S&P 600,9.0,24.0,1.0,14.0,1.5555555555555556
TR,S&P 600,2.0,5.0,1.0,5.0,2.5
BLD,S&P 400,6.0,23.0,1.0,8.0,1.3333333333333333
TRMB,S&P 500,7.0,18.0,1.0,9.0,1.2857142857142858
TTC,S&P 400,7.0,23.0,1.0,11.0,1.5714285714285714
TNL,S&P 400,4.0,12.0,1.0,9.0,2.25
TSCO,S&P 500,7.0,22.0,1.0,8.0,1.1428571428571428
TDG,S&P 500,9.0,27.0,1.0,11.0,1.2222222222222223
TRV,S&P 500,8.0,36.0,1.0,14.0,1.75
TG,S&P 600,8.0,21.0,1.0,7.0,0.875
THS,S&P 600,3.0,39.0,1.0,8.0,2.6666666666666665
TREX,S&P 400,4.0,12.0,1.0,9.0,2.25
TRN,S&P 600,5.0,29.0,1.0,8.0,1.6
TFIN,S&P 600,6.0,16.0,1.0,11.0,1.8333333333333333
TGI,S&P 600,10.0,24.0,1.0,9.0,0.9
TRIP,S&P 600,4.0,16.0,1.0,10.0,2.5
TBI,S&P 600,7.0,21.0,1.0,8.0,1.1428571428571428
TRUP,S&P 600,3.0,15.0,1.0,8.0,2.6666666666666665
TFC,S&P 500,17.0,87.0,1.0,21.0,1.2352941176470589
TRST,S&P 600,11.0,26.0,1.0,9.0,0.8181818181818182
TRMK,S&P 600,11.0,37.0,1.0,11.0,1.0
TTEC,S&P 600,6.0,19.0,1.0,8.0,1.3333333333333333
TWO,S&P 600,4.0,12.0,1.0,8.0,2.0
TYL,S&P 500,4.0,21.0,1.0,8.0,2.0
TSN,S&P 500,13.0,43.0,1.0,13.0,1.0
UDR,S&P 500,7.0,19.0,1.0,10.0,1.4285714285714286
UFPT,S&P 600,3.0,14.0,1.0,7.0,2.3333333333333335
UGI,S&P 400,8.0,22.0,1.0,10.0,1.25
UMBF,S&P 400,9.0,35.0,1.0,12.0,1.3333333333333333
UFPI,S&P 400,4.0,17.0,1.0,9.0,2.25
USB,S&P 500,12.0,46.0,1.0,13.0,1.0833333333333333
USNA,S&P 600,7.0,14.0,1.0,8.0,1.1428571428571428
USPH,S&P 600,5.0,16.0,1.0,8.0,1.6
SLCA,S&P 600,5.0,13.0,1.0,6.0,1.2
ULTA,S&P 500,3.0,22.0,1.0,11.0,3.6666666666666665
UCTT,S&P 600,5.0,14.0,1.0,8.0,1.6
UAA,S&P 400,7.0,17.0,1.0,10.0,1.4285714285714286
UNF,S&P 600,5.0,15.0,1.0,9.0,1.8
UNP,S&P 500,7.0,30.0,1.0,10.0,1.4285714285714286
UIS,,9.0,33.0,,,
UCBI,S&P 600,6.0,26.0,1.0,11.0,1.8333333333333333
UBSI,S&P 400,6.0,27.0,1.0,15.0,2.5
UAL,S&P 500,7.0,46.0,1.0,13.0,1.8571428571428572
UFCS,S&P 600,7.0,23.0,1.0,11.0,1.5714285714285714
UNFI,S&P 600,6.0,20.0,1.0,11.0,1.8333333333333333
UPS,S&P 500,7.0,36.0,1.0,12.0,1.7142857142857142
URI,S&P 500,11.0,31.0,1.0,11.0,1.0
USFD,S&P 400,6.0,19.0,1.0,13.0,2.1666666666666665
X,S&P 400,13.0,73.0,1.0,13.0,1.0
UNIT,S&P 600,3.0,6.0,1.0,5.0,1.6666666666666667
UTHR,S&P 400,5.0,18.0,1.0,12.0,2.4
UNH,S&P 500,11.0,27.0,1.0,9.0,0.8181818181818182
UTL,S&P 600,5.0,22.0,1.0,11.0,2.2
UNVR,S&P 400,5.0,18.0,1.0,10.0,2.0
UVV,S&P 600,9.0,20.0,1.0,9.0,1.0
OLED,S&P 400,6.0,8.0,1.0,8.0,1.3333333333333333
UEIC,,6.0,10.0,,,
UHT,S&P 600,4.0,11.0,1.0,7.0,1.75
UVE,S&P 600,5.0,14.0,1.0,12.0,2.4
UHS,S&P 500,7.0,17.0,1.0,7.0,1.0
UNM,S&P 400,8.0,32.0,1.0,11.0,1.375
URBN,S&P 600,7.0,17.0,1.0,10.0,1.4285714285714286
UE,S&P 600,3.0,10.0,1.0,9.0,3.0
UBA,S&P 600,4.0,15.0,1.0,9.0,2.25
VFC,S&P 500,11.0,30.0,1.0,10.0,0.9090909090909091
MTN,S&P 400,4.0,26.0,1.0,10.0,2.5
VLO,S&P 500,10.0,27.0,1.0,11.0,1.1
VLY,S&P 400,9.0,32.0,1.0,13.0,1.4444444444444444
VMI,S&P 400,6.0,18.0,1.0,10.0,1.6666666666666667
VVV,S&P 400,3.0,10.0,1.0,8.0,2.6666666666666665
VNDA,S&P 600,3.0,15.0,1.0,6.0,2.0
VREX,S&P 600,4.0,8.0,1.0,7.0,1.75
VGR,S&P 600,6.0,10.0,1.0,9.0,1.5
VECO,S&P 600,8.0,19.0,1.0,9.0,1.125
VTR,S&P 500,9.0,26.0,1.0,11.0,1.2222222222222223
VRSN,S&P 500,5.0,19.0,1.0,8.0,1.6
VZ,S&P 500,8.0,31.0,1.0,12.0,1.5
VBTX,S&P 600,4.0,16.0,1.0,13.0,3.25
VRTV,S&P 600,3.0,14.0,1.0,9.0,3.0
VRSK,S&P 500,7.0,23.0,1.0,10.0,1.4285714285714286
VCEL,S&P 600,5.0,21.0,1.0,8.0,1.6
VRRM,S&P 600,3.0,9.0,0.0,7.0,2.3333333333333335
VRTX,S&P 500,9.0,32.0,1.0,9.0,1.0
VVI,S&P 600,4.0,26.0,1.0,9.0,2.25
VSAT,S&P 600,8.0,17.0,1.0,9.0,1.125
VIAV,S&P 600,5.0,23.0,1.0,9.0,1.8
PARA,S&P 500,3.0,25.0,1.0,11.0,3.6666666666666665
VTRS,S&P 500,10.0,15.0,1.0,11.0,1.1
VICI,S&P 500,4.0,7.0,1.0,7.0,1.75
VICR,S&P 600,2.0,7.0,1.0,12.0,6.0
VSCO,S&P 600,3.0,8.0,1.0,8.0,2.6666666666666665
VIR,S&P 600,4.0,12.0,1.0,11.0,2.75
V,S&P 500,4.0,21.0,1.0,10.0,2.5
VRTS,S&P 600,6.0,25.0,1.0,8.0,1.3333333333333333
VSH,S&P 400,7.0,25.0,1.0,11.0,1.5714285714285714
VSTO,S&P 600,4.0,13.0,1.0,8.0,2.0
VC,S&P 400,6.0,19.0,1.0,9.0,1.5
VST,S&P 400,9.0,15.0,1.0,11.0,1.2222222222222223
VNT,S&P 400,3.0,7.0,1.0,9.0,3.0
VNO,S&P 400,4.0,17.0,1.0,10.0,2.5
VOYA,S&P 400,9.0,24.0,1.0,12.0,1.3333333333333333
VMC,S&P 500,9.0,34.0,1.0,12.0,1.3333333333333333
WDFC,S&P 600,5.0,27.0,1.0,11.0,2.2
WSFS,S&P 600,10.0,31.0,1.0,12.0,1.2
WPC,S&P 400,8.0,32.0,1.0,11.0,1.375
WEC,S&P 500,8.0,27.0,1.0,12.0,1.5
WNC,S&P 600,6.0,24.0,1.0,9.0,1.5
WAB,S&P 500,5.0,22.0,1.0,9.0,1.8
WMT,S&P 500,11.0,46.0,1.0,11.0,1.0
WBA,S&P 500,8.0,32.0,1.0,10.0,1.25
WD,S&P 600,3.0,10.0,1.0,8.0,2.6666666666666665
WBD,S&P 500,5.0,23.0,1.0,13.0,2.6
HCC,S&P 600,10.0,40.0,1.0,6.0,0.6
WAFD,S&P 600,12.0,26.0,1.0,10.0,0.8333333333333334
ELME,S&P 600,5.0,19.0,1.0,6.0,1.2
WM,S&P 500,13.0,38.0,1.0,9.0,0.6923076923076923
WAT,S&P 500,7.0,18.0,1.0,9.0,1.2857142857142858
WSO,S&P 400,8.0,26.0,1.0,9.0,1.125
WTS,S&P 400,5.0,20.0,1.0,9.0,1.8
WBS,S&P 400,10.0,35.0,1.0,15.0,1.5
WERN,S&P 400,7.0,21.0,1.0,9.0,1.2857142857142858
WCC,S&P 400,5.0,23.0,1.0,9.0,1.8
WFC,S&P 500,13.0,60.0,1.0,13.0,1.0
WELL,S&P 500,9.0,35.0,1.0,10.0,1.1111111111111112
WEN,S&P 400,11.0,26.0,1.0,12.0,1.0909090909090908
WST,S&P 500,5.0,23.0,1.0,11.0,2.2
WABC,S&P 600,6.0,18.0,1.0,8.0,1.3333333333333333
WDC,S&P 500,7.0,25.0,1.0,9.0,1.2857142857142858
WU,S&P 400,6.0,22.0,1.0,9.0,1.5
WLK,S&P 400,5.0,18.0,1.0,12.0,2.4
WRK,S&P 500,5.0,19.0,1.0,12.0,2.4
WEX,S&P 400,13.0,31.0,1.0,11.0,0.8461538461538461
WY,S&P 500,8.0,31.0,1.0,9.0,1.125
WHR,S&P 500,4.0,26.0,1.0,12.0,3.0
WSR,S&P 600,3.0,11.0,1.0,6.0,2.0
XHR,S&P 600,4.0,10.0,1.0,8.0,2.0
WLY,S&P 600,7.0,31.0,1.0,10.0,1.4285714285714286
WMB,S&P 500,9.0,43.0,1.0,12.0,1.3333333333333333
WSM,S&P 400,5.0,31.0,1.0,7.0,1.4
WING,S&P 400,4.0,13.0,1.0,9.0,2.25
WGO,S&P 600,6.0,27.0,1.0,10.0,1.6666666666666667
WTFC,S&P 400,8.0,40.0,1.0,14.0,1.75
WT,S&P 600,5.0,18.0,1.0,12.0,2.4
WOLF,S&P 400,6.0,37.0,1.0,10.0,1.6666666666666667
WWW,S&P 600,5.0,26.0,1.0,10.0,2.0
WWD,S&P 400,5.0,23.0,1.0,8.0,1.6
WRLD,S&P 600,6.0,8.0,1.0,7.0,1.1666666666666667
WKC,S&P 600,5.0,17.0,1.0,9.0,1.8
WOR,S&P 600,6.0,19.0,1.0,11.0,1.8333333333333333
WW,,8.0,35.0,,,
WH,S&P 400,4.0,9.0,1.0,8.0,2.0
WYNN,S&P 500,3.0,21.0,1.0,8.0,2.6666666666666665
XPO,S&P 400,7.0,26.0,1.0,9.0,1.2857142857142858
XPEL,S&P 600,3.0,7.0,1.0,5.0,1.6666666666666667
XEL,S&P 500,7.0,34.0,1.0,12.0,1.7142857142857142
XNCR,S&P 600,5.0,14.0,1.0,7.0,1.4
XYL,S&P 500,8.0,22.0,1.0,10.0,1.25
XRX,S&P 600,8.0,37.0,1.0,8.0,1.0
XPER,S&P 600,3.0,4.0,1.0,5.0,1.6666666666666667
YELP,S&P 600,3.0,14.0,1.0,9.0,3.0
YETI,S&P 400,4.0,10.0,1.0,7.0,1.75
YUM,S&P 500,6.0,35.0,1.0,10.0,1.6666666666666667
ZIMV,,4.0,5.0,,,
ZBRA,S&P 500,6.0,13.0,1.0,10.0,1.6666666666666667
ZBH,S&P 500,8.0,20.0,1.0,10.0,1.25
ZION,S&P 500,8.0,24.0,1.0,11.0,1.375
ZTS,S&P 500,6.0,17.0,1.0,12.0,2.0
ZI,S&P 400,4.0,10.0,1.0,9.0,2.25
ZUMZ,S&P 600,3.0,16.0,1.0,8.0,2.6666666666666665
ZYXI,S&P 600,3.0,3.0,1.0,4.0,1.3333333333333333
ADNT,S&P 400,5.0,13.0,1.0,8.0,1.6
ALKS,S&P 600,7.0,20.0,1.0,14.0,2.0
ALLE,S&P 500,4.0,12.0,1.0,9.0,2.25
AMCR,S&P 500,7.0,25.0,1.0,10.0,1.4285714285714286
AON,S&P 500,7.0,33.0,1.0,12.0,1.7142857142857142
ACGL,S&P 500,10.0,33.0,1.0,13.0,1.3
AGO,S&P 600,7.0,22.0,1.0,11.0,1.5714285714285714
AXTA,S&P 400,6.0,22.0,1.0,10.0,1.6666666666666667
ACN,S&P 500,7.0,27.0,1.0,9.0,1.2857142857142858
CPRI,S&P 400,5.0,10.0,1.0,8.0,1.6
CWK,S&P 600,3.0,13.0,1.0,10.0,3.3333333333333335
ETN,S&P 500,7.0,27.0,1.0,10.0,1.4285714285714286
ESNT,S&P 400,6.0,11.0,1.0,9.0,1.5
EG,S&P 500,7.0,17.0,1.0,9.0,1.2857142857142858
FN,S&P 600,5.0,18.0,1.0,7.0,1.4
FDP,S&P 600,3.0,13.0,1.0,8.0,2.6666666666666665
G,S&P 400,8.0,68.0,1.0,10.0,1.25
HELE,S&P 400,7.0,20.0,1.0,9.0,1.2857142857142858
JHG,S&P 400,8.0,32.0,1.0,10.0,1.25
ICHR,S&P 600,5.0,11.0,1.0,10.0,2.0
WFRD,S&P 400,4.0,5.0,1.0,5.0,1.25
IVZ,S&P 500,7.0,30.0,1.0,12.0,1.7142857142857142
JRVR,S&P 600,4.0,11.0,1.0,8.0,2.0
JAZZ,S&P 400,5.0,20.0,1.0,12.0,2.4
JCI,S&P 500,12.0,43.0,1.0,11.0,0.9166666666666666
LIN,S&P 500,10.0,34.0,1.0,10.0,1.0
LIVN,S&P 400,4.0,15.0,1.0,9.0,2.25
MDT,S&P 500,12.0,31.0,1.0,11.0,0.9166666666666666
APTV,S&P 500,5.0,23.0,1.0,10.0,2.0
AOSL,S&P 600,4.0,13.0,1.0,9.0,2.25
QURE,S&P 600,,,1.0,9.0,
NBR,S&P 600,7.0,21.0,1.0,7.0,1.0
NCLH,S&P 500,4.0,18.0,1.0,8.0,2.0
NVT,S&P 400,7.0,20.0,1.0,10.0,1.4285714285714286
RNR,S&P 400,6.0,25.0,0.0,11.0,1.8333333333333333
STX,S&P 500,7.0,31.0,1.0,11.0,1.5714285714285714
PNR,S&P 500,7.0,29.0,1.0,9.0,1.2857142857142858
ST,S&P 400,6.0,20.0,1.0,9.0,1.5
SIG,S&P 600,9.0,21.0,1.0,12.0,1.3333333333333333
SPNT,S&P 600,9.0,22.0,1.0,9.0,1.0
SGH,S&P 600,4.0,11.0,1.0,7.0,1.75
STE,S&P 500,12.0,39.0,1.0,10.0,0.8333333333333334
TT,S&P 500,12.0,39.0,0.0,11.0,0.9166666666666666
TSE,S&P 600,6.0,18.0,1.0,11.0,1.8333333333333333
VAL,S&P 400,8.0,34.0,1.0,8.0,1.0
WTW,S&P 500,8.0,36.0,1.0,10.0,1.25
PRGO,S&P 400,6.0,31.0,1.0,10.0,1.6666666666666667
BG,S&P 500,10.0,31.0,1.0,11.0,1.1
CB,S&P 500,8.0,39.0,1.0,13.0,1.625
GRMN,S&P 500,4.0,9.0,1.0,6.0,1.5
TEL,S&P 500,3.0,22.0,1.0,12.0,4.0
LYB,S&P 500,8.0,20.0,1.0,11.0,1.375
NXPI,S&P 500,6.0,18.0,1.0,10.0,1.6666666666666667
,S&P 600,776.0,17673.0,1.0,53.0,0.06829896907216494
RCL,S&P 500,10.0,31.0,1.0,14.0,1.4
LPG,S&P 600,3.0,7.0,1.0,7.0,2.3333333333333335
