ticker,roa,roe
ABUG,0.4365990871457382,0.05270158157419966
ABVA,0.01324026740823392,-0.1927936965068681
ABVC,-0.9269391696169939,-3.4434465338198144
ABVT,0.2310390431832557,0.1254606502333961
ABW,0.04843341477004824,-0.008057818381014646
ABWG,-0.6573162563176164,-3.548534016510106
ABXA,0.1026121073495535,0.1223373192218929
ABY,0.1409706490387591,0.08375267183435914
AC,-0.01180737164183874,-0.01673045710018824
ACA,0.0994072326803192,0.1105389787061813
ACAD,-0.3440704259690326,-0.4588832336315357
ACAI,0.2337342794753625,0.2274995209070643
ACAL,0.1943623799152521,0.008954535054491836
ACAM,-0.005667841799199701,0.01034732162784883
ACAP,0.06023779480161633,0.1651879440495075
ACAR,-0.2989405832381141,-2.9466746766555945
ACAS,0.06397213095285223,-0.01261365428075892
ACAT,-0.1416897405294834,-0.2304694733512744
ACBA,0.001843895074687354,-0.05046246177805633
ACBI,0.02060656859087352,0.1408379896897806
ACC,-0.003742424387210083,
ACCB,-0.4941072851570692,-1.088302123325237
ACCC,0.1650915021321534,0.07985889622416747
ACCD,-0.1096702462335479,-0.310387091614348
ACCI,0.2887889243132288,0.367535695704954
ACCL,0.03297812647167864,0.02316397980784889
ACCM,-0.2618837917411108,-0.7815376959442646
ACCMA,0.02944964258577963,-0.001173073285658747
ACCO,0.07261297995242949,-0.01344058649831993
ACCOB,0.1664152754865577,0.08199525331384983
ACCS,0.360503622888944,0.06379907023009389
ACCT,-0.3090138331102187,-0.4427710843373494
ACCU,0.1230349164322357,0.1150391744697114
ACCX,0.1307059201297933,0.2136358756445821
ACD,0.12869416345662,0.0413601291943298
ACDC,0.2640789924411762,0.04812580492103301
ACDG,-0.05439419795221843,-0.6946252316710486
ACDO,0.1339455395900392,0.1181836221072671
ACE,0.181710745429477,0.1494170489296636
ACEC,-0.6525461584276355,-2.756189921351587
ACEE,0.16240367227709,0.04656779661016949
ACEL,0.208553785853337,0.3342759648766572
ACEP,0.04218501852832186,-0.03576069442278704
ACER,-1.1984695736669504,
ACES,0.2084212170924147,0.1429903057419836
ACET,-0.3581531831519899,-0.3938646131008877
ACEV,-0.03008831916239805,0.02927122313863406
ACF,0.08141595656339945,0.09880836429877718
ACFC,0.01736312970412917,0.03440733993720965
ACGL,-0.01893473276584551,-0.05490380244505254
ACGN,-0.3489059365764773,-1.8928365573052361
ACH,0.05046892162108881,0.07997860899016607
ACHC,0.1156240701215122,0.09937436922111952
ACHI,-0.08194350868100544,-0.298694448107609
ACHN,-0.2455023241296113,-0.2391019439246151
ACHP,-0.08208523832045825,
ACHR,-0.4918790046192819,-0.5322932393893642
ACHV,-1.2954635566257602,-7.300733747242033
ACI,0.1479061063303077,0.7359054773539492
ACIA,0.1399538523439232,0.1409893163443009
ACIC,-0.100439649193938,-2.45838285229202
ACII,-0.01993275696445726,-0.2105614973262032
ACIS,0.2785821098423056,0.1806119417764135
ACIT,-0.05404722818537694,-0.1503360159296441
ACIW,0.1078921765979403,0.113087636813833
ACK,0.08140093564293842,0.1013920631622689
ACL,-0.02384799877528109,-1.233698580923298
ACLA,-0.1489191156824438,-0.1770495176848875
ACLB,0.1749619701830966,0.09008178039951735
ACLI,0.1484020111363457,0.07075912335092918
ACLP,-0.3796007485963818,-0.3047277615953395
ACLR,-0.8946904032802201,
ACLS,0.2477907025835107,0.3404672427166529
ACLV,0.1037428366762178,0.03440173436668355
ACLX,-0.2629131831272413,-0.4988378832722588
ACLY,-0.1573634971306258,-0.07917051637408891
ACM,0.08606823857258616,0.04839104422534076
ACME,-0.01020580021266273,-0.2291629433169149
ACMI,-0.4858312858312859,-1.7652722443559097
ACMM,-0.07423497901596474,-0.1418817061275162
ACMR,0.07827176046856163,0.1001541311535766
ACMS,0.1780534718215042,0.2544617802222471
ACMT,0.09648010714176296,0.1384983953351716
ACMTA,0.0369487506608947,0.05162497852907904
ACN,0.1207798969140657,0.01444061677704755
ACNB,0.02463442042369124,0.1594230249366255
ACND,-0.01211133182931173,-0.0747462063060142
ACNS,-0.1410921724296388,
ACNT,-0.00976571563319472,-0.1427979157623876
ACO,0.101715754764433,0.07416990081931868
ACOI,0.01845191785446906,0.03716638482464524
ACOK,0.408110813516219,0.2320107686514515
ACOL,0.2174718329524536,0.1306667125045838
ACOM,0.2472887252899752,0.1772009601731016
ACON,-1.3828114222651402,-1.9863169897377422
ACOR,-0.008062913654219465,-0.1662298853771983
ACPI,0.1141903226867537,-0.104
ACQN,0.04408352668213457,0.08370436331255565
ACR,0.09122804858917294,1.0083330922137668
ACRA,0.05394815764150496,0.05534026547896684
ACRB,-0.6569678407350689,-0.7457396046353102
ACRCA,0.1227257841037914,0.2235116557316797
ACRF,0.005302226935312831,-0.03948367501898253
ACRG,0.04089555841647891,-0.1357333088437873
ACRI,-0.2853227641676671,-0.2863218737546972
ACRL,-0.02199427951474504,-1.8581675904792956
ACRN,0.1405945857879076,-0.5695344432259993
ACRO,-0.4765487463632489,-1.0600192892647824
ACRS,-0.3700677197824941,-0.4612841636742134
ACRT,0.3946365022877478,0.4052890936090119
ACRU,-0.6534212695795548,-1.2586112390098445
ACRV,-0.3664861869350648,
ACRX,-0.4846865528792471,
ACS,0.1660304016786236,0.1155509494836574
ACSA,0.1469257351159434,0.1160023243435927
ACSC,0.1359445629229275,0.07266121707538603
ACSE,-0.01954177897574124,-0.338701187087071
ACSH,0.2052405716987308,0.1293572328055086
ACSI,-1.0461262875055977,-2.908319185059423
ACSN,0.392390805031684,0.3102737764143882
ACST,-0.1740997289920719,-0.4233142606292497
ACSY,0.1743163820529847,0.08258199769110368
ACT,0.1683672304022797,0.1750817841744434
ACTA,-0.05754169270248791,-0.05231492488542788
ACTC,0.100724527537113,-0.03234274913367637
ACTG,-0.02651928874131678,-0.3780203239008348
ACTI,-0.05740616636662681,-0.064182473636333
ACTL,0.03166942111863437,-0.1681800508480407
ACTM,0.1112035258025598,0.1336907415654529
ACTN,0.2532578009609812,0.1727276820555922
ACTP,-0.0978834673639548,-0.1811212814645309
ACTR,-0.1073903231809664,
ACTS,0.01963590709353421,
ACTT,0.0923679759758419,-1.1846147842713877
ACTU,0.1292634381298754,0.1586455284375918
ACTV,0.04763355563476739,-0.1136811519357122
ACTY,-0.3155242993597144,-0.347480416228224
ACU,0.07897422509137512,0.04895781014565546
ACUR,-0.4936231077913306,-1.6267752945062204
ACUS,-0.6459957816694363,-1.6941234977206798
ACUT,0.2759826655515852,0.3983117910841467
ACV,0.1573623028334831,0.1309755618981356
ACVA,-0.09200562599417095,-0.1787791905490796
ACVC,-0.06593838329822876,-0.24467605151195
ACW,0.1213609635208564,-0.2585766236800981
ACX,0.1554879850014376,0.05349384855715052
ACXM,0.09945040308275134,0.02959616611163351
ACXP,-1.3776899547952248,-1.7792071593372019
ACXT,0.1334755829576497,0.05540756414755378
ACY,-0.09729709770327154,
ACYT,-0.6609675411876454,-1.4682748349850154
ACZ,0.1160842821620207,0.1157303370786517
AD,0.1826374268537716,0.0941006660392384
ADA,0.1305880795658295,0.1318198588358613
ADAC,0.123187504500553,0.08159760286486882
ADAM,0.1397378026392518,-0.5220199647680563
ADAP,-0.1775559172225689,-0.5109461929002599
ADAR,0.1093472357260201,0.07614669731188169
ADAT,-1.1646589581402846,-2.8202980422713555
ADAX,-0.1312767566592425,-0.3242380233329807
ADB,0.1130837349441569,-0.4015817416782324
ADBE,0.263324891018821,0.3370151005816125
ADBL,0.01925854597977852,0.04484014718662746
ADC,0.05615041037698742,0.01314747346744812
ADCA,-0.2188319427890346,-0.01450897163804746
ADCC,-0.1299518091970922,-0.4242641266203538
ADCIA,-0.4850880344951491,-0.2606954305479702
ADCO,0.2526353578538559,0.180405450023112
ADCR,-0.3753166338305658,-0.3228744939271256
ADCT,0.08615734005180796,0.1844022453123134
ADDC,0.01802197802197799,-0.07585335018963338
ADDM,0.2392293283382392,-0.5746149761019651
ADDR,0.1111898520902884,0.06606553319853747
ADDS,0.6003748577548698,0.4348854817338634
ADE,-0.2678855018011388,-1.2783240701154341
ADEA,0.1908649891158809,0.2612884944299004
ADELA,0.1170353162559689,
ADEP,-0.1056459215586514,-0.2261246416721216
ADES,-0.01860757248131332,-0.1209509384431106
ADEV,0.2624714266505314,0.352445359208076
ADEX,0.1141317495645442,0.1089229429255773
ADF,0.08607031160452586,0.9722691513507057
ADFC,-0.8586408282452883,-1.5713232281851703
ADG,-0.01906738185662268,-0.343334092610068
ADGE,-0.02175877126938714,0.03494409702482471
ADGF,0.1025232403718459,0.2642091899642887
ADGI,-0.6279007596039855,-0.2853801778326975
ADGN,-0.3050214883510518,-1.5751811594202896
ADGO,-0.1392816623645598,-0.3167558666117744
ADH,0.0972332271604549,0.1627395193684342
ADHC,0.1967317631026335,0.1537652882706897
ADI,0.126825330877392,0.08414683596587928
ADIA,0.1590953137397486,0.1122438964119228
ADIC,0.04590384062888406,0.03943928952356741
ADIE,-0.0005627081218726073,
ADIL,-2.0151423379769837,-3.727419118723467
ADIN,0.1341136013996561,0.5285714285714286
ADIT,0.05416362222169844,-0.09483190555915386
ADK,0.08416082782746256,
ADL,0.1466473314615821,
ADLA,0.0590992316216315,-0.07157125971554938
ADLI,-0.470334992600565,-1.3340909090909092
ADLR,-0.3669054272381203,-0.8561652435961828
ADLS,-1.9677986978708428,
ADLT,0.05243257900957274,-4.187429460984627
ADM,0.09002534652442777,0.1516651578481037
ADMA,-0.0268368124096554,-0.3145185055082306
ADMG,0.13384798444438,0.1390491893377301
ADMP,-0.9577281683560503,
ADMR,0.1872410936205468,0.08281308361346779
ADMS,-0.2339149428779458,-9.153444500589524
ADMT,-0.2623180782044538,-0.2971639950678175
ADN,-0.4261169016446544,-1.0642414107109108
ADNC,-0.1995847224062992,-0.5735981672536858
ADND,0.4691337398713545,0.3316374599585453
ADNEA,-0.2374216956262933,-0.681456519704203
ADNI,-0.2976294230434025,
ADO,-0.122066565539395,-11.52
ADP,0.08868354039663554,0.9925818181818182
ADPI,0.1251954597399553,0.04736430240802499
ADPT,-0.1996290929969814,-0.3748344110463163
ADR,0.08343937422838955,0.08239654660335982
ADRI,-0.01038537901542537,0.00118191667487442
ADRO,-0.2358846947598475,-0.7824942884148628
ADRX,0.06938852766793364,0.01071317253153567
ADS,0.06104788330462307,0.441844993901763
ADSC,0.07708568029062188,0.06036958760093209
ADSI,0.170184157826128,0.06867092764639003
ADSK,0.1399211012717592,0.8534201954397395
ADSN,0.1564320512036527,0.1221337530475573
ADSO,-0.005145228215767635,-0.3164244584590074
ADSP,-0.8884754521963825,-2.126809378185525
ADST,-0.5025281991443018,-0.7653179190751445
ADSW,0.1109350907209091,-0.006868747200238914
ADT,0.1391559935310902,0.03157866924127214
ADTC,0.05908600069273242,-0.0884943477356266
ADTH,0.04538458873773339,0.1394918707401323
ADTK,-0.344284385735163,-1.140937907673998
ADTN,0.02227890743562914,-0.002882672266909696
ADTX,-2.1204647325112056,-4.941451469278718
ADU,0.1094116129139665,0.03382703652566838
ADUC,-1.1002227171492205,-2.5145413870246087
ADUS,0.09843192811887166,0.08254955356189081
ADV,0.0766337579176468,-0.6663763726553087
ADVC,0.2356073874720548,0.1820983146199768
ADVG,1.0046542980034667,0.2782542998088974
ADVH,-0.08160181880971566,-0.3713960484592243
ADVL,-0.3204039476704155,-1.021798365122616
ADVM,-0.4329573133864253,-0.7436248373889713
ADVN,0.04526127077352868,0.2910360247086329
ADVNB,-0.1233517255599226,-0.9026380006289374
ADVO,0.2096495518465888,0.220621332041135
ADVP,0.1114628351806956,0.17215818742428
ADVS,0.2536838600827225,
ADWC,0.06817925273732928,0.07801984715410061
ADY,0.05088737652697003,0.1211259720944871
ADYN,-0.1988843075430511,-0.1522384892849565
ADZA,0.01404376492037203,0.0247132113483223
AE,0.04445196159079902,-0.03013861010056028
AEA,0.2816943773594776,0.2366525749961504
AECE,0.03120354130126118,-0.2074851097875367
AECI,0.1915283734228355,0.1273083379966424
AEDC,-0.06486486486486485,-0.6134328358208956
AEE,0.07615529814364672,0.07807785976518483
AEG,0.1006885002091453,-0.001557284221079405
AEGN,0.09025704284750337,0.05487929852500843
AEGR,-0.03963811637341412,-0.5308707658787464
AEH,0.1410626048745214,0.1123714313178891
AEHR,0.2336905602258872,0.2954135782171707
AEI,-0.03699838586900359,-0.2481502710315576
AEIC,0.1265130909342816,0.1442673542192827
AEIS,0.1238204322590602,0.1287004055557884
AEL,0.01332423797744901,0.2451390657724817
AELB,0.08774524302474612,0.02117577373019399
AELNA,0.1039444565805845,0.02991030290733555
AEMD,-0.6314079129092534,-0.747274590800385
AEN,-0.6362302580478122,-1.433728144388043
AENG,0.2586882409810207,0.1743970315398887
AENT,0.0004088691168812819,
AEO,0.1551231280518118,0.1340576585898652
AEOK,0.08480638106265277,-0.1090607861060329
AEOS,0.3755268730659289,0.3011111352951419
AEP,0.07259377228580839,0.06876913100562129
AEPI,0.2404699124437464,0.2321581144911415
AEQU,-0.1118025985369582,-0.1614142966948501
AER,0.204336568785049,0.1864734299516908
AERC,-0.5421126281154268,-0.2943576285339377
AERG,-0.2675672432413899,-0.343398508365249
AERI,-0.0670730713754516,
AERL,-0.1220454015388967,-0.7208651437401163
AERN,-0.7524149034038639,-0.7984108830433997
AERS,0.2123852737960194,0.3781445281204935
AERT,0.02362163730076683,-1.4291616283756547
AERTA,0.1971651488924013,0.5099282185140299
AES,0.09516866219891765,-0.2074074074074074
AESC,0.143177147079879,0.1809086102411843
AESE,-0.1486189953727997,-0.2280919637718474
AESI,0.3462825097432862,0.7505558685889541
AESM,-0.01619054303830046,-0.2236484818563318
AESP,-0.1656294519007273,-0.458435008947454
AEST,-0.5303445968551355,
AET,0.1075359376592981,0.229092220437334
AETC,0.06967446892814076,
AETH,-0.01144133470207345,-0.02272780597680293
AETI,-0.06148969889064976,-0.2909348944474011
AEVA,-0.3557943097796176,-0.8215171059933022
AEX,0.1493024665796195,0.2398605654844243
AEXP,0.04376571259876352,0.1576240615275638
AEY,-0.2458711932101847,-0.8449703573914504
AEYE,-0.2070300143279805,-0.7402966011495068
AEZ,-0.01018137636950579,0.2601997260219579
AF,0.01103355868390551,0.04588237897655784
AFA,0.2158267445857683,0.1226584025919144
AFAM,0.09377056802249134,0.05026481733636358
AFAP,0.1951918393077166,0.124023636487129
AFAS,0.01481821836769859,-0.0246067060568483
AFB,0.03474048941645916,0.1441876874228259
AFBC,0.02031288877830306,0.1191831268831604
AFBI,0.01920987040561994,0.05898649156124934
AFBK,0.01620505037730281,0.02539542086052428
AFC,0.01225147909197459,0.06929882938218
AFCB,0.02686800085731126,0.06437676039528334
AFCE,0.3496916063287745,0.5884383088869716
AFCG,0.095355300932395,0.1173991315626971
AFCI,0.03833207575139345,0.01361433629470166
AFCO,-0.003399847588480968,-0.05982151311620424
AFCX,0.2104967765647816,0.1611551210023164
AFD,-0.01825579776289119,-0.2258933606232117
AFED,0.02107166295633823,0.05852474811757288
AFEX,0.100413049720584,-1.7151607963246556
AFFC,0.02237275688651716,0.01128736721499545
AFFI,-0.5402813299232737,-1.4161729629914594
AFFM,-0.0003124661390020739,
AFFX,0.06425730014059854,0.03307171588344943
AFFY,-0.780915149326138,-2.250826965176709
AFG,0.0387257101439271,0.2173639904510617
AFGL,0.1289564424102794,0.2816215441913766
AFH,0.1697043749787868,0.1350346593668595
AFI,-0.07402276100940128,-0.2492358335292735
AFIB,-0.5710589120469433,-0.5924487898131647
AFIC,0.02306936175737295,0.1019242699195853
AFIL,0.2154188520550363,0.1450199203187251
AFIS,0.2285282708961188,0.2048142551972073
AFL,0.02388419699264275,0.1381907894736842
AFLT,0.02311905016459844,0.1823568331967253
AFLX,-0.01104281839096247,-0.5600942192560604
AFM,0.09212613371775058,-0.04820643999505408
AFN,-0.7008142529055607,-2.2608391608391605
AFOP,0.2359988374971745,0.1748541540937437
AFP,0.07228012789726682,0.08056968737598066
AFPZ,-0.1816076744955342,
AFRM,-0.1213960962384858,-0.3580857810207725
AFS,0.08627464868002847,0.162645277459486
AFSC,0.0294006184930671,0.1587018198209346
AFSI,-0.01566070427729023,0.09988227464745926
AFT,-0.05032059538147719,-1.9225512528473805
AFTI,-0.3331900761867552,-1.85216240070609
AFUR,0.1289497403322031,0.08684060749483272
AFWY,0.2176879246172234,0.1346941974783329
AFX,0.1174208635695171,0.09407852392190516
AG,0.1302137110128382,0.1539429753917375
AGA,0.04866208940619901,-0.09117177915771855
AGAE,-0.05766896840343168,-0.04834213848104701
AGAI,-0.08835685086543767,-0.1394905974767912
AGAM,0.1293406316698242,-0.3803698210571582
AGAS,0.2536524995929001,0.1724156326352065
AGAWA,-0.6059773599204282,-4.141690408357076
AGB,0.03174337867106812,0.1163633053550636
AGC,0.02251976719208698,0.09189534141671984
AGCC,0.08584241842367893,-1.332694914359146
AGCH,0.02465287907686578,-0.04872606542062357
AGCO,0.196916970902548,0.2863839867051951
AGD,0.1645936643612163,
AGE,-2.1401094605160282,
AGEL,-0.1801679069529826,-6.58193012387805
AGEN,-0.4663371120522691,-76.86943793911007
AGFS,0.06882746778235188,-0.1364735435989542
AGFY,-1.0003959390104513,-2.3622731001034203
AGG,-0.005974722328609728,0.0278600114744693
AGGY,-0.005871918771790324,-0.5873050735778608
AGH,0.1771987661364015,0.1489419495033113
AGI,0.07193003924336291,-0.09484418153268495
AGIL,-0.04706343898225372,-0.9266481717730122
AGIO,-0.2962061475858356,-0.1945741523660755
AGIS,0.05603122508774291,-0.7087647844941225
AGIX,-0.2564396458697906,
AGL,-0.05517309446719976,-0.08121389695042235
AGLE,-0.9209808361407191,-1.2486778004558794
AGLF,-0.193832750222954,-2.0533882348800785
AGLT,0.1183252258603074,0.1348991171207587
AGM,0.03231345618667106,0.233891800505478
AGMC,-0.1671200390597754,-0.1447021048876204
AGMD,-0.3535714285714286,
AGMN,0.06951313331135289,0.02767794439624902
AGMT,0.1466719374054333,0.3516938779353333
AGN,0.2503436276642018,0.2149660246760738
AGNT,-0.1560552959501558,-0.2856965683173965
AGNU,0.04161862405973756,-0.04356396609501281
AGO,0.2709014392623857,0.1847125290794284
AGOL,0.0614877024595081,-0.02194513715710723
AGP,0.1441372767435714,0.1579501945098014
AGPC,-0.1286599780354783,-1.1050345003833377
AGPH,0.08204984998040464,0.06154623570888827
AGR,0.04792824485569756,0.03166042911271764
AGREA,0.159579606772421,0.1341925296821312
AGRI,-0.265828468792097,-0.4691402454385144
AGRPA,-0.133244748853341,-0.1169570927239066
AGRS,-0.1620806633999246,-0.2221410303251735
AGRX,-1.4895006999533362,
AGS,0.1917293095242809,0.05263730682725095
AGSC,0.2412036020206457,0.2157664689353731
AGSI,-0.6993294189366958,-1.3105729474305967
AGSV,0.120649676679099,0.1655471115477933
AGTC,-0.6678337206300027,-1.19604458515852
AGTI,0.1095874999546358,0.02834143682792042
AGTO,-0.2856568768627976,-0.4600472347962999
AGTX,0.07624045587974666,-0.005921011713486057
AGV,0.1731023456371426,0.1173836385466582
AGX,0.08663627460461973,0.1307842656434815
AGY,0.1873901124338566,0.1763519753805857
AGYS,0.0734913815522568,0.1259041525535663
AH,0.4588632973819714,
AHA,0.2592451927810834,0.207684864123861
AHAA,-0.01583738811705949,-0.06144984810603005
AHAC,-0.7713988452309537,
AHC,-0.05788995686066753,-0.1319698497287436
AHCC,0.179003575903443,0.1633414417809653
AHCI,0.1002821061136922,0.05900241788602442
AHCO,0.1125933234646506,0.0201046074105328
AHCS,-0.2111008022703706,-0.6667329686723025
AHEC,-0.09582963620230701,-0.1805624074987666
AHG,0.2120190955565887,0.1645795893305125
AHH,0.1612870438936562,-0.2156525478391744
AHI,0.08516905343527112,
AHIC,-0.2115837667244521,-0.8178374282931052
AHII,0.06085137280114986,0.01566699460095321
AHIS,-0.04420379537953795,-0.0951577267705904
AHL,0.03212404487446005,0.1216925952237153
AHLS,0.06353967960945993,-0.9323688870478019
AHM,0.02148259281347846,0.1713927363266097
AHMC,-0.3066656320322806,-0.3874338710730847
AHMH,0.1529855601946388,0.3723883172590083
AHN,0.04628679146680603,-0.4798605056669573
AHNT,0.002997523784699596,0.006588361554972574
AHO,0.0652937254968027,0.1740368963646229
AHOM,0.09151312737227367,-0.3191944940096865
AHON,0.1247535164979624,0.04549968402997202
AHP,0.195118708441696,0.663546511965529
AHPA,-0.1419572036194637,-0.1194096827942513
AHPI,-0.2209616568110668,-0.6780068293916782
AHS,0.2166530335706919,0.291449231530615
AHSI,0.2269905409128478,0.1589200028647139
AHST,0.1366004092081723,0.06544664494025236
AHTC,-0.3337248322147651,-1.0902760619061524
AHTH,0.1308197415801737,0.1059541277318712
AHTL,0.2270782528703712,0.2346870229007633
AHTS,0.05288216798921995,
AHWY,-1.0396697602248441,-1.1683687966971432
AHX,0.2482902374268739,0.1540107338778653
AI,-0.2501462239050798,-0.2801658241026459
AIC,0.08153022628630718,0.09642115729574666
AICO,0.2135633587417111,0.1509326729859744
AICP,-0.03094509554875585,-0.405883307197318
AICX,-0.01242469879518072,-0.354810848160304
AID,-0.1590441832499321,-0.2536791953414505
AIDCA,0.1011938281337989,0.1046896529878522
AIDI,0.2449376453181145,0.3385883195987101
AIF,-0.001327617702170102,-0.04343957560804343
AIFC,-0.02725322737670274,-0.1313806703326218
AIG,0.0214700392920369,0.1005694111589877
AIGR,0.04544707038193769,0.150322921074113
AIH,0.1129602547251893,0.06612345679012345
AIHC,0.1320862139080928,0.2190589165678133
