ticker,company_name,num_committees,dirs,over75_pct,num_meetings,avg_meetings
SPGI,S&P Global,7.0,31.0,1.0,13.0,1.8571428571428572
CRM,Salesforce,9.0,21.0,1.0,13.0,1.4444444444444444
SBAC,SBA Communications,5.0,13.0,1.0,9.0,1.8
SLB,Schlumberger,8.0,41.0,1.0,11.0,1.375
STX,Seagate Technology,7.0,31.0,1.0,11.0,1.5714285714285714
SRE,Sempra Energy,13.0,36.0,1.0,9.0,0.6923076923076923
NOW,ServiceNow,3.0,13.0,1.0,11.0,3.6666666666666665
SHW,Sherwin-Williams,4.0,26.0,1.0,9.0,2.25
SPG,Simon Property Group,10.0,36.0,1.0,13.0,1.3
SWKS,Skyworks Solutions,4.0,17.0,1.0,9.0,2.25
SJM,J.M. Smucker Company (The),6.0,22.0,1.0,10.0,1.6666666666666667
SNA,Snap-on,9.0,24.0,1.0,10.0,1.1111111111111112
SO,Southern Company,13.0,45.0,1.0,16.0,1.2307692307692308
LUV,Southwest Airlines,8.0,29.0,1.0,14.0,1.75
SWK,Stanley Black & Decker,7.0,38.0,1.0,10.0,1.4285714285714286
SBUX,Starbucks,6.0,24.0,1.0,8.0,1.3333333333333333
STT,State Street Corporation,10.0,39.0,1.0,12.0,1.2
STLD,Steel Dynamics,3.0,19.0,1.0,10.0,3.3333333333333335
STE,Steris,12.0,39.0,1.0,10.0,0.8333333333333334
SYK,Stryker Corporation,6.0,17.0,1.0,10.0,1.6666666666666667
SYF,Synchrony Financial,5.0,16.0,1.0,10.0,2.0
SNPS,Synopsys,8.0,19.0,1.0,9.0,1.125
SYY,Sysco,12.0,38.0,0.0,11.0,0.9166666666666666
TMUS,T-Mobile US,7.0,32.0,1.0,13.0,1.8571428571428572
TROW,T. Rowe Price,6.0,32.0,1.0,11.0,1.8333333333333333
TTWO,Take-Two Interactive,6.0,26.0,1.0,10.0,1.6666666666666667
TPR,"Tapestry, Inc.",7.0,24.0,1.0,9.0,1.2857142857142858
TRGP,Targa Resources,6.0,15.0,1.0,11.0,1.8333333333333333
TGT,Target Corporation,17.0,34.0,1.0,12.0,0.7058823529411765
TEL,TE Connectivity,3.0,22.0,1.0,12.0,4.0
TDY,Teledyne Technologies,4.0,20.0,1.0,11.0,2.75
TFX,Teleflex,6.0,25.0,1.0,9.0,1.5
TER,Teradyne,7.0,19.0,1.0,8.0,1.1428571428571428
TSLA,"Tesla, Inc.",5.0,10.0,1.0,8.0,1.6
TXN,Texas Instruments,6.0,23.0,1.0,12.0,2.0
TXT,Textron,4.0,27.0,1.0,9.0,2.25
TMO,Thermo Fisher Scientific,9.0,33.0,1.0,11.0,1.2222222222222223
TJX,TJX Companies,9.0,26.0,1.0,9.0,1.0
TSCO,Tractor Supply,7.0,22.0,1.0,8.0,1.1428571428571428
TT,Trane Technologies,12.0,39.0,0.0,11.0,0.9166666666666666
TDG,TransDigm Group,9.0,27.0,1.0,11.0,1.2222222222222223
TRV,Travelers Companies (The),8.0,36.0,1.0,14.0,1.75
TRMB,Trimble Inc.,7.0,18.0,1.0,9.0,1.2857142857142858
TFC,Truist,17.0,87.0,1.0,21.0,1.2352941176470589
TYL,Tyler Technologies,4.0,21.0,1.0,8.0,2.0
TSN,Tyson Foods,13.0,43.0,1.0,13.0,1.0
USB,U.S. Bank,12.0,46.0,1.0,13.0,1.0833333333333333
UBER,Uber,3.0,14.0,,,
UDR,"UDR, Inc.",7.0,19.0,1.0,10.0,1.4285714285714286
ULTA,Ulta Beauty,3.0,22.0,1.0,11.0,3.6666666666666665
UNP,Union Pacific Corporation,7.0,30.0,1.0,10.0,1.4285714285714286
UAL,United Airlines Holdings,7.0,44.0,1.0,13.0,1.8571428571428572
UPS,United Parcel Service,7.0,36.0,1.0,12.0,1.7142857142857142
URI,United Rentals,11.0,31.0,1.0,11.0,1.0
UNH,UnitedHealth Group,11.0,27.0,1.0,9.0,0.8181818181818182
UHS,Universal Health Services,7.0,17.0,1.0,7.0,1.0
VLO,Valero Energy,10.0,27.0,1.0,11.0,1.1
VTR,Ventas,9.0,26.0,1.0,11.0,1.2222222222222223
VLTO,Veralto,3.0,8.0,,,
VRSN,Verisign,5.0,19.0,1.0,8.0,1.6
VRSK,Verisk,7.0,23.0,1.0,10.0,1.4285714285714286
VZ,Verizon,8.0,31.0,1.0,12.0,1.5
VRTX,Vertex Pharmaceuticals,8.0,30.0,1.0,9.0,1.125
VFC,VF Corporation,11.0,29.0,1.0,10.0,0.9090909090909091
VTRS,Viatris,10.0,15.0,1.0,11.0,1.1
VICI,Vici Properties,4.0,7.0,1.0,7.0,1.75
V,Visa Inc.,4.0,21.0,1.0,10.0,2.5
VMC,Vulcan Materials Company,9.0,34.0,1.0,12.0,1.3333333333333333
WRB,Berkley,7.0,19.0,1.0,9.0,1.2857142857142858
WAB,Wabtec,5.0,22.0,1.0,9.0,1.8
WBA,Walgreens Boots Alliance,8.0,32.0,1.0,10.0,1.25
WMT,Walmart,11.0,46.0,1.0,11.0,1.0
DIS,Walt Disney,7.0,39.0,1.0,11.0,1.5714285714285714
WBD,Warner Bros. Discovery,5.0,23.0,1.0,13.0,2.6
WM,Waste Management,13.0,37.0,1.0,9.0,0.6923076923076923
WAT,Waters Corporation,7.0,18.0,1.0,9.0,1.2857142857142858
WEC,WEC Energy Group,8.0,27.0,1.0,12.0,1.5
WFC,Wells Fargo,13.0,60.0,1.0,13.0,1.0
WELL,Welltower,9.0,35.0,1.0,10.0,1.1111111111111112
WST,West Pharmaceutical Services,5.0,23.0,1.0,11.0,2.2
WDC,Western Digital,7.0,25.0,1.0,9.0,1.2857142857142858
WRK,WestRock,5.0,19.0,1.0,12.0,2.4
WY,Weyerhaeuser,8.0,31.0,1.0,9.0,1.125
WHR,Whirlpool Corporation,4.0,25.0,1.0,12.0,3.0
WMB,Williams Companies,9.0,43.0,1.0,12.0,1.3333333333333333
WTW,Willis Towers Watson,8.0,36.0,1.0,10.0,1.25
GWW,W. W. Grainger,3.0,23.0,1.0,11.0,3.6666666666666665
WYNN,Wynn Resorts,3.0,21.0,1.0,8.0,2.6666666666666665
XEL,Xcel Energy,7.0,34.0,1.0,12.0,1.7142857142857142
XYL,Xylem Inc.,8.0,22.0,1.0,10.0,1.25
YUM,Yum! Brands,6.0,35.0,1.0,10.0,1.6666666666666667
ZBRA,Zebra Technologies,6.0,13.0,1.0,10.0,1.6666666666666667
ZBH,Zimmer Biomet,8.0,20.0,1.0,10.0,1.25
ZION,Zions Bancorporation,8.0,24.0,1.0,11.0,1.375
ZTS,Zoetis,6.0,17.0,1.0,12.0,2.0
