ticker,company_name,directorid,directorname,rolename,uniscoreavg,bachelors,masters,mba,phd,valid_start,valid_end,founder,internal_promotion
AIG,American International Group,603421.0,Peter Zaffino,Chairman/President/CEO,48.44519230769231,True,False,True,False,2022.0,2024.0,False,True
AIG,American International Group,603421.0,Peter Zaffino,President/CEO,48.44519230769231,True,False,True,False,2021.0,2022.0,False,True
AIZ,Assurant,335747.0,J Clayton,CEO,64.59663461538462,True,False,True,False,2005.0,2006.0,False,True
AIZ,Assurant,335747.0,J Clayton,Interim President/CEO,64.59663461538462,True,False,True,False,2007.0,2008.0,False,True
AIZ,Assurant,335747.0,J Clayton,President/CEO,64.59663461538462,True,False,True,False,2000.0,2005.0,False,True
AIZ,Assurant,335875.0,Rob Pollock,CEO,67.0,True,False,False,False,2014.0,2014.0,False,True
AIZ,Assurant,335875.0,Rob Pollock,President/CEO,67.0,True,False,False,False,2008.0,2014.0,False,True
AIZ,Assurant,853893.0,Alan Colberg,CEO,89.85384615384615,True,False,True,False,2021.0,2021.0,False,True
AIZ,Assurant,853893.0,Alan Colberg,President/CEO,89.85384615384615,True,False,True,False,2015.0,2021.0,False,True
AIZ,Assurant,1449988.0,Keith Demmings,President/CEO,41.90833333333333,True,False,False,False,2022.0,2024.0,False,True
AJG,Arthur J. Gallagher & Co.,81607.0,Robert Gallagher,CEO,75.78461538461539,False,False,False,False,1963.0,1990.0,False,True
AJG,Arthur J. Gallagher & Co.,81607.0,Robert Gallagher,Chairman/CEO,75.78461538461539,False,False,False,False,1990.0,1994.0,False,True
AJG,Arthur J. Gallagher & Co.,81627.0,Pat Gallagher Jr,Chairman/CEO,75.78461538461539,True,False,False,False,2024.0,2024.0,False,True
AJG,Arthur J. Gallagher & Co.,81627.0,Pat Gallagher Jr,Chairman/President/CEO,75.78461538461539,True,False,False,False,2006.0,2024.0,False,True
AJG,Arthur J. Gallagher & Co.,81627.0,Pat Gallagher Jr,President/CEO,75.78461538461539,True,False,False,False,1995.0,2006.0,False,True
AKAM,Akamai,25015.0,George Conrades,Chairman/CEO,17.925,True,True,True,False,1999.0,2005.0,False,False
AKAM,Akamai,183176.0,Doctor Tom Leighton,CEO,92.7923076923077,True,False,False,True,2013.0,2024.0,False,True
AKAM,Akamai,205747.0,Paul Sagan,CEO,80.92307692307692,True,False,False,False,2010.0,2011.0,False,True
AKAM,Akamai,205747.0,Paul Sagan,President/CEO,80.92307692307692,True,False,False,False,2011.0,2013.0,False,True
AKAM,Akamai,205747.0,Paul Sagan,President/CEO/Principal Executive Officer,80.92307692307692,True,False,False,False,2005.0,2010.0,False,True
ALB,Albemarle Corporation,200034.0,Floyd Gottwald Jr,CEO,23.128124999999997,True,True,False,False,2001.0,2002.0,False,False
ALB,Albemarle Corporation,200034.0,Floyd Gottwald Jr,Chairman/CEO,23.128124999999997,True,True,False,False,1994.0,2001.0,False,False
ALB,Albemarle Corporation,200039.0,Mark Rohr,Chairman/CEO,54.22403846153846,True,False,True,False,2010.0,2011.0,False,True
ALB,Albemarle Corporation,200039.0,Mark Rohr,Chairman/President/CEO,54.22403846153846,True,False,True,False,2008.0,2010.0,False,True
ALB,Albemarle Corporation,200039.0,Mark Rohr,President/CEO,54.22403846153846,True,False,True,False,2002.0,2008.0,False,True
ALB,Albemarle Corporation,326618.0,Jerry Masters Jr,Chairman/President/CEO,75.5423076923077,True,False,True,False,2020.0,2024.0,False,True
ALB,Albemarle Corporation,487275.0,Luke Kissam IV,CEO,30.90625,True,True,False,True,2012.0,2013.0,False,True
ALB,Albemarle Corporation,487275.0,Luke Kissam IV,Chairman/President/CEO,30.90625,True,True,False,True,2016.0,2020.0,False,True
ALB,Albemarle Corporation,487275.0,Luke Kissam IV,President/CEO,30.90625,True,True,False,True,2011.0,2016.0,False,True
ALGN,Align Technology,32461.0,Joe Hogan,President/CEO,26.1625,True,False,True,False,2015.0,2024.0,False,False
ALGN,Align Technology,182338.0,Tom Prescott,President/CEO,67.3923076923077,True,False,True,False,2002.0,2015.0,False,False
ALL,Allstate,33428.0,Jerry Choate,Chairman/CEO,24.75,True,False,False,False,1995.0,1999.0,False,True
ALL,Allstate,33428.0,Jerry Choate,President/CEO,24.75,True,False,False,False,1994.0,1995.0,False,True
ALL,Allstate,33916.0,Ed Liddy,Chairman/CEO,45.973317307692305,True,False,True,False,2005.0,2006.0,False,True
ALL,Allstate,33916.0,Ed Liddy,Chairman/President/CEO,45.973317307692305,True,False,True,False,1999.0,2005.0,False,True
ALL,Allstate,34944.0,Tom Wilson II,Chairman/CEO,81.84230769230768,True,False,True,False,2015.0,2018.0,False,True
ALL,Allstate,34944.0,Tom Wilson II,Chairman/President/CEO,81.84230769230768,True,False,True,False,2008.0,2024.0,False,True
ALL,Allstate,34944.0,Tom Wilson II,President/CEO/Principal Executive Officer,81.84230769230768,True,False,True,False,2007.0,2008.0,False,True
ALLE,Allegion,322696.0,Dave Petratis,Chairman/President/CEO,36.95080128205128,True,False,True,False,2013.0,2022.0,False,False
ALLE,Allegion,1658940.0,John Stone,President/CEO,54.565384615384616,True,False,True,False,2022.0,2024.0,False,False
AMAT,Applied Materials,32817.0,Jim Morgan,Chairman/CEO,79.63846153846154,True,False,True,False,1987.0,2003.0,False,True
AMAT,Applied Materials,32817.0,Jim Morgan,President/CEO,79.63846153846154,True,False,True,False,1977.0,1987.0,False,True
AMAT,Applied Materials,33211.0,Mike Splinter,Chairman/CEO,71.97500000000001,True,True,False,True,2012.0,2013.0,False,False
AMAT,Applied Materials,33211.0,Mike Splinter,Chairman/President/CEO,71.97500000000001,True,True,False,True,2009.0,2012.0,False,False
AMAT,Applied Materials,33211.0,Mike Splinter,President/CEO/Principal Executive Officer,71.97500000000001,True,True,False,True,2003.0,2009.0,False,False
AMAT,Applied Materials,50901.0,Gary Dickerson,President/CEO,38.65625,True,False,True,False,2013.0,2024.0,False,True
AMCR,Amcor,343228.0,Russell Jones,CEO/MD,75.36923076923077,True,False,False,False,1998.0,2004.0,False,True
AMCR,Amcor,370427.0,Ken MacKenzie,CEO/MD,54.334375,True,True,False,False,2005.0,2015.0,False,True
AMCR,Amcor,501364.0,Ron Delia,CEO/MD,93.73076923076923,True,False,True,False,2015.0,2024.0,False,True
AMD,Advanced Micro Devices,39251.0,Doctor Hector de Jesus Ruiz,Chairman/CEO,69.19957264957264,True,True,False,True,2006.0,2008.0,False,True
AMD,Advanced Micro Devices,39251.0,Doctor Hector de Jesus Ruiz,Chairman/President/CEO,69.19957264957264,True,True,False,True,2004.0,2006.0,False,True
AMD,Advanced Micro Devices,39251.0,Doctor Hector de Jesus Ruiz,President/CEO,69.19957264957264,True,True,False,True,2002.0,2004.0,False,True
AMD,Advanced Micro Devices,70062.0,Jerry Sanders III,Chairman/CEO,73.45384615384616,True,False,False,False,1969.0,2002.0,False,False
AMD,Advanced Micro Devices,203935.0,Dirk Meyer,President/CEO/COO,54.98317307692308,True,False,True,False,2008.0,2008.0,False,True
AMD,Advanced Micro Devices,203935.0,Dirk Meyer,President/CEO/Principal Executive Officer,54.98317307692308,True,False,True,False,2008.0,2011.0,False,True
AMD,Advanced Micro Devices,512390.0,Thomas Seifert,Senior VP/CFO/Interim CEO,50.3078125,True,True,True,False,2011.0,2011.0,False,True
AMD,Advanced Micro Devices,542142.0,Doctor Lisa Su,Chair/President/CEO,93.44615384615385,True,True,False,True,2022.0,2024.0,False,True
AMD,Advanced Micro Devices,542142.0,Doctor Lisa Su,President/CEO,93.44615384615385,True,True,False,True,2014.0,2022.0,False,True
AMD,Advanced Micro Devices,1126646.0,Rory Read,President/CEO,34.4,True,False,False,False,2011.0,2014.0,False,False
AME,Ametek,141773.0,Frank Hermance,Chairman/CEO,23.525,True,True,False,False,2001.0,2016.0,False,True
AME,Ametek,141773.0,Frank Hermance,President/CEO,23.525,True,True,False,False,1999.0,2001.0,False,True
AME,Ametek,201710.0,Walter Blankley,CEO,68.48485576923076,True,False,False,False,1990.0,1993.0,False,True
AME,Ametek,201710.0,Walter Blankley,Chairman/CEO,68.48485576923076,True,False,False,False,1993.0,1999.0,False,True
AME,Ametek,205055.0,David Zapico,CEO,68.79615384615384,True,False,True,False,2016.0,2017.0,False,True
AME,Ametek,205055.0,David Zapico,Chairman/CEO,68.79615384615384,True,False,True,False,2017.0,2024.0,False,True
AME,Ametek,334782.0,Jim Excell,President/CEO,75.28461538461539,True,False,False,False,2010.0,2014.0,False,True
AME,Ametek,1379549.0,Mike McInnis,Chairman/President/CEO,35.66875,True,False,False,False,2014.0,2017.0,False,True
AME,Ametek,1405450.0,Doug Fulcher,President/CEO,40.33,False,False,False,False,2003.0,2010.0,False,False
AME,Ametek,1948570.0,Paul Anderson,President/CEO,39.192708333333336,False,True,False,False,2021.0,2024.0,False,True
AMGN,Amgen,33409.0,Gordon Binder,CEO,55.090384615384615,True,False,True,False,1988.0,1990.0,False,True
AMGN,Amgen,33409.0,Gordon Binder,Chairman/CEO,55.090384615384615,True,False,True,False,1990.0,2000.0,False,True
AMGN,Amgen,33410.0,Kevin Sharer,Chairman/CEO,20.780555555555555,True,True,True,False,2010.0,2012.0,False,True
AMGN,Amgen,33410.0,Kevin Sharer,Chairman/President/CEO,20.780555555555555,True,True,True,False,2000.0,2010.0,False,True
AMGN,Amgen,33410.0,Kevin Sharer,President/CEO,20.780555555555555,True,True,True,False,2000.0,2000.0,False,True
AMGN,Amgen,202394.0,Doctor George Rathmann,Chairman/President/CEO,88.39999999999999,True,True,False,True,1986.0,1988.0,False,False
AMGN,Amgen,202394.0,Doctor George Rathmann,President/CEO,88.39999999999999,True,True,False,True,1980.0,1986.0,False,False
